Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,orig.id
2024,1,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",11433,11278,DTW,DCA,409,672,213.22,DL,0.6731,238.62,AA,0.2938,159.24,937
2024,1,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11259,12953,DAL,LGA,1428,652,179.12,WN,0.9911,178.55,WN,0.9911,178.55,79
2024,1,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",11298,14570,DFW,RNO,1356,212,339.99,AA,0.8842,353.27,NK,0.0613,135.02,160
2024,1,30713,30194,"Boise, ID","Dallas/Fort Worth, TX",10713,11259,BOI,DAL,1282,52,250.81,WN,0.9433,249.75,WN,0.9433,249.75,444
2024,1,31703,35096,"New York City, NY (Metropolitan Area)","Syracuse, NY",11618,15096,EWR,SYR,222,87,150.17,UA,0.9975,149.87,UA,0.9975,149.87,1262
2024,1,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",13204,12264,MCO,IAD,787,965,205.51,UA,0.981,204.13,UA,0.981,204.13,1070
2024,1,34614,30852,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",14869,11278,SLC,DCA,1865,506,415.03,DL,0.5174,548.83,F9,0.1594,165.42,1878
2024,1,30977,31066,"Chicago, IL","Columbus, OH",13232,11066,MDW,CMH,296,242,163.54,WN,0.9955,163.1,WN,0.9955,163.1,712
2024,1,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",11986,12478,GRR,JFK,656,4,265.65,DL,0.4857,334.74,AA,0.3429,237.9,1313
2024,1,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12953,SDF,LGA,699,300,199.95,DL,0.5723,218.7,AA,0.3434,174.41,1701
2024,1,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,12892,CHS,LAX,2206,205,348.16,AA,0.4617,304.98,WN,0.107,221.63,829
2024,1,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",12391,14683,ISP,SAT,1624,7,297.35,WN,0.9839,298.66,F9,0.0161,218,1186
2024,1,31453,33342,"Houston, TX","Milwaukee, WI",12191,13342,HOU,MKE,1004,75,203.3,WN,0.8649,202.9,F9,0.0176,96.75,1041
2024,1,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",11193,12953,CVG,LGA,626,380,221.98,DL,0.7172,239.35,AA,0.1942,171,1719
2024,1,30977,33105,"Chicago, IL","Cincinnati, OH",13930,11193,ORD,CVG,264,338,210.63,UA,0.6431,203.9,UA,0.6431,203.9,766
2024,1,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",14122,11278,PIT,DCA,210,174,213.54,AA,0.9968,213.3,AA,0.9968,213.3,170
2024,1,32467,33933,"Miami, FL (Metropolitan Area)","Worcester, MA",13303,13933,MIA,ORH,1232,7,177.78,AA,0.9,159.47,AA,0.9,159.47,1463
2024,1,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",12266,15304,IAH,TPA,787,608,198.43,UA,0.6559,229.59,NK,0.2819,106.69,1032
2024,1,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10800,14831,BUR,SJC,372,786,176.62,WN,0.9982,176.69,WN,0.9982,176.69,1566
2024,1,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",12191,12197,HOU,HPN,1465,1,604.12,DL,0.8182,656.16,AA,0.0909,386.7,990
2024,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10721,11278,BOS,DCA,418,2791,160.93,B6,0.5249,145.8,B6,0.5249,145.8,486
2024,1,31003,30466,"Cedar Rapids/Iowa City, IA","Phoenix, AZ",11003,14107,CID,PHX,1252,170,262.82,AA,0.8736,261.9,F9,0.0156,199.62,835
2024,1,30977,31453,"Chicago, IL","Houston, TX",13232,12266,MDW,IAH,945,257,190.27,WN,0.9573,189.5,F9,0.0218,142.42,721
2024,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,18,300.55,WN,0.6048,243.05,WN,0.6048,243.05,263
2024,1,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,10800,DAL,BUR,1246,137,227.7,WN,0.9976,227.82,WN,0.9976,227.82,106
2024,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10800,11618,BUR,EWR,2510,22,310.6,UA,0.425,362.22,AA,0.325,265.04,1537
2024,1,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,10800,ATL,BUR,1947,43,322.27,WN,0.6134,250.98,WN,0.6134,250.98,249
2024,1,33105,33195,"Cincinnati, OH","Tampa, FL (Metropolitan Area)",11193,14112,CVG,PIE,776,174,105.51,G4,1,105.51,G4,1,105.51,1730
2024,1,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,12954,HOU,LGB,1390,267,186.67,WN,0.9988,186.67,WN,0.9988,186.67,1015
2024,1,31453,33158,"Houston, TX","Midland/Odessa, TX",12191,13158,HOU,MAF,441,370,195,WN,0.9899,194.19,WN,0.9899,194.19,1027
2024,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",12197,14685,HPN,SAV,748,17,180.22,AA,0.566,170.17,AA,0.566,170.17,1253
2024,1,30693,33195,"Nashville, TN","Tampa, FL (Metropolitan Area)",10693,14112,BNA,PIE,612,40,78.81,G4,1,78.81,G4,1,78.81,442
2024,1,30994,31703,"Charleston, SC","New York City, NY (Metropolitan Area)",10994,11618,CHS,EWR,677,575,182.49,UA,0.7633,200.36,NK,0.2071,105.22,820
2024,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,25,247.43,DL,0.5198,295,AA,0.467,193.11,272
2024,1,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,11618,ATL,EWR,795,2071,189.63,UA,0.5162,180.37,UA,0.5162,180.37,239
2024,1,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",13891,14683,ONT,SAT,1211,87,300.06,WN,0.4088,290.01,WN,0.4088,290.01,1607
2024,1,30721,30325,"Boston, MA (Metropolitan Area)","Denver, CO",13296,11292,MHT,DEN,1754,26,301.71,WN,0.7215,253.68,WN,0.7215,253.68,465
2024,1,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",11292,11278,DEN,DCA,1491,864,222.08,F9,0.451,143.74,F9,0.451,143.74,193
2024,1,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",13495,14831,MSY,SJC,1911,90,272.66,WN,0.6999,255.45,NK,0.0608,146.56,1811
2024,1,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12953,ABQ,LGA,1861,151,256.79,WN,0.3766,197.8,WN,0.3766,197.8,16
2024,1,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",11259,14193,DAL,PNS,604,64,200.41,WN,0.9759,196.83,WN,0.9759,196.83,145
2024,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,12264,LAX,IAD,2329,1439,331.99,UA,0.8486,340.04,AS,0.1143,268.1,1512
2024,1,30647,31714,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",10874,14635,CAK,RSW,1025,112,136.23,MX,0.8997,125.94,MX,0.8997,125.94,401
2024,1,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",11259,15370,DAL,TUL,238,93,190.14,WN,1,190.14,WN,1,190.14,163
2024,1,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",14908,12953,SNA,LGA,2510,53,384.63,AA,0.2822,397.28,WN,0.2427,244.18,1558
2024,1,32467,33192,"Miami, FL (Metropolitan Area)","Sacramento, CA",11697,14893,FLL,SMF,2552,114,335.06,WN,0.3436,285.61,WN,0.3436,285.61,1442
2024,1,31136,32457,"Jacksonville, FL","San Francisco, CA (Metropolitan Area)",12451,13796,JAX,OAK,2366,17,260.67,WN,0.9007,243.27,WN,0.9007,243.27,920
2024,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",11042,14908,CLE,SNA,2073,66,377.34,UA,0.3863,438.45,WN,0.1605,271.73,422
2024,1,33570,30852,"San Diego, CA","Washington, DC (Metropolitan Area)",14679,11278,SAN,DCA,2295,343,310.57,AA,0.4971,320.17,WN,0.1903,264.27,1814
2024,1,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",14908,13495,SNA,MSY,1670,92,322.67,AA,0.3477,332.63,WN,0.3129,273.03,1633
2024,1,31453,33316,"Houston, TX","Omaha, NE",12191,13871,HOU,OMA,804,120,215.85,WN,0.9514,211.41,WN,0.9514,211.41,1039
2024,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",10800,10693,BUR,BNA,1797,140,268.86,WN,0.802,275.51,NK,0.0228,160.1,1502
2024,1,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",12954,14492,LGB,RDU,2239,17,259.98,WN,0.9748,254.59,WN,0.9748,254.59,1670
2024,1,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",13891,14869,ONT,SLC,590,271,224,DL,0.8045,230.74,WN,0.1245,207.61,1686
2024,1,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",14307,11057,PVD,CLT,737,131,272.77,AA,0.8943,273.72,WN,0.0453,237.56,505
2024,1,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",10800,13851,BUR,OKC,1187,32,307.6,WN,0.7211,294.85,WN,0.7211,294.85,1642
2024,1,30721,34685,"Boston, MA (Metropolitan Area)","Savannah, GA",14307,14685,PVD,SAV,917,56,184.53,MX,0.3333,90.89,MX,0.3333,90.89,630
2024,1,30693,31703,"Nashville, TN","New York City, NY (Metropolitan Area)",10693,12197,BNA,HPN,803,14,245.77,AA,0.5397,242.6,AA,0.5397,242.6,435
2024,1,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",13204,10821,MCO,BWI,787,2260,178.32,WN,0.653,212.51,F9,0.1449,100.15,1068
2024,1,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13232,14908,MDW,SNA,1750,41,224.74,WN,0.7601,250.56,F9,0.2129,121.43,757
2024,1,30785,30852,"Burlington, VT","Washington, DC (Metropolitan Area)",10785,11278,BTV,DCA,441,149,257.85,AA,0.9293,258.7,DL,0.0427,239.61,635
2024,1,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",12892,13264,LAX,MFR,659,88,230.68,AS,0.6205,232.33,AS,0.6205,232.33,1615
2024,1,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,13796,RNO,OAK,192,103,182.7,WN,1,182.7,WN,1,182.7,1870
2024,1,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",12892,14893,LAX,SMF,404,1049,178.69,WN,0.6193,160.94,WN,0.6193,160.94,1595
2024,1,32467,31454,"Miami, FL (Metropolitan Area)","Orlando, FL",13303,13204,MIA,MCO,192,322,201.17,AA,0.6053,216.58,DL,0.3947,177.54,1422
2024,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,13891,PVD,ONT,2611,7,317.37,AA,0.5152,318.6,WN,0.1364,210.67,581
2024,1,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",12391,13931,ISP,ORF,318,12,181.23,WN,0.8018,209.4,MX,0.1982,67.27,1202
2024,1,32467,34524,"Miami, FL (Metropolitan Area)","Richmond, VA",11697,14524,FLL,RIC,825,451,162.57,NK,0.4408,111.31,NK,0.4408,111.31,1470
2024,1,30721,34027,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",14307,14027,PVD,PBI,1222,340,230.3,B6,0.7439,234.82,AA,0.1138,209.7,612
2024,1,30977,30559,"Chicago, IL","Seattle, WA",13930,14747,ORD,SEA,1733,1264,221.85,AS,0.4497,205.18,AS,0.4497,205.18,698
2024,1,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",11298,12197,DFW,HPN,1428,23,307.21,AA,0.6526,280.24,AA,0.6526,280.24,81
2024,1,31453,32467,"Houston, TX","Miami, FL (Metropolitan Area)",12191,13303,HOU,MIA,966,218,198.17,WN,0.9874,196.03,WN,0.9874,196.03,1010
2024,1,30713,30466,"Boise, ID","Phoenix, AZ",10713,10466,BOI,AZA,749,53,100.34,G4,1,100.34,G4,1,100.34,1
2024,1,30599,31703,"Birmingham, AL","New York City, NY (Metropolitan Area)",10599,12197,BHM,HPN,902,7,323.41,DL,0.7778,333.62,AA,0.2063,298.88,348
2024,1,31650,31703,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",13487,12391,MSP,ISP,1057,2,221.73,WN,1,221.73,WN,1,221.73,1110
2024,1,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",12892,14100,LAX,PHL,2402,1289,363.38,AA,0.7152,418.65,NK,0.19,155.79,1658
2024,1,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",14730,12197,SDF,HPN,699,4,189.81,AA,0.5,174.05,AA,0.5,174.05,1698
2024,1,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,11278,CVG,DCA,430,333,180.81,DL,0.5999,183.38,AA,0.38,177.14,1711
2024,1,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",12478,13204,JFK,MCO,989,2477,183.99,B6,0.5482,172.67,B6,0.5482,172.67,1154
2024,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,38,236.86,WN,0.9913,234.61,WN,0.9913,234.61,1514
2024,1,30721,34100,"Boston, MA (Metropolitan Area)","Philadelphia, PA",13296,14100,MHT,PHL,289,54,295.32,AA,0.9817,295.51,AA,0.9817,295.51,617
2024,1,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",11057,11697,CLT,FLL,650,949,187.29,AA,0.5918,239.04,NK,0.3809,98.97,856
2024,1,31057,30977,"Charlotte, NC","Chicago, IL",11057,13232,CLT,MDW,599,202,143.12,WN,0.976,142.19,WN,0.976,142.19,844
2024,1,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",14908,13264,SNA,MFR,659,64,171.53,G4,0.5976,94.12,G4,0.5976,94.12,1618
2024,1,33105,30194,"Cincinnati, OH","Dallas/Fort Worth, TX",11193,11259,CVG,DAL,812,23,247.8,WN,0.7321,204.84,WN,0.7321,204.84,1706
2024,1,30977,31703,"Chicago, IL","New York City, NY (Metropolitan Area)",13930,12478,ORD,JFK,773,618,183.73,DL,0.4271,205.69,B6,0.1536,158.5,737
2024,1,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",12954,15370,LGB,TUL,1283,19,252.84,WN,0.883,245.4,WN,0.883,245.4,1690
2024,1,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",10529,11697,BDL,FLL,1194,648,175.56,B6,0.5581,198.43,NK,0.2697,105.07,326
2024,1,31057,31453,"Charlotte, NC","Houston, TX",11057,12191,CLT,HOU,920,44,270.13,WN,0.7313,251.33,WN,0.7313,251.33,846
2024,1,32575,34314,"Los Angeles, CA (Metropolitan Area)","Provo, UT",14908,14314,SNA,PVU,569,532,87.64,MX,0.7316,90.03,G4,0.2684,81.14,1663
2024,1,30977,30852,"Chicago, IL","Washington, DC (Metropolitan Area)",13930,12264,ORD,IAD,622,416,230.56,UA,0.9752,230.19,UA,0.9752,230.19,711
2024,1,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",12339,14771,IND,SFO,1943,302,315.12,UA,0.625,344.6,AA,0.1566,256.73,1360
2024,1,31454,30466,"Orlando, FL","Phoenix, AZ",13204,14107,MCO,PHX,1849,1377,297.28,AA,0.4483,362.84,F9,0.1541,135.76,1067
