Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,orig.id
2024,1,30194,33570,"Dallas/Fort Worth, TX","San Diego, CA",11298,14679,DFW,SAN,1182,987,268.17,AA,0.6895,317.52,F9,0.2405,116.66,141
2024,1,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",12953,14683,LGA,SAT,1624,211,231.95,WN,0.3845,220.3,AA,0.3417,215.87,1188
2024,1,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,11697,ATL,FLL,594,2570,153.27,DL,0.5876,184.11,NK,0.1562,86.01,247
2024,1,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",11066,11618,CMH,EWR,519,357,229.28,UA,0.9594,228.42,UA,0.9594,228.42,876
2024,1,30977,34100,"Chicago, IL","Philadelphia, PA",13930,14100,ORD,PHL,678,1191,238.44,AA,0.5723,252.44,UA,0.4125,218.73,795
2024,1,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",13891,14893,ONT,SMF,404,845,185.83,WN,0.9879,185.61,WN,0.9879,185.61,1597
2024,1,32457,30559,"San Francisco, CA (Metropolitan Area)","Seattle, WA",13796,14747,OAK,SEA,696,910,161.98,WN,0.5515,154.5,WN,0.5515,154.5,1381
2024,1,32467,33214,"Miami, FL (Metropolitan Area)","San Antonio, TX",11697,14683,FLL,SAT,1145,243,191.79,NK,0.4607,116.08,NK,0.4607,116.08,1446
2024,1,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",10800,15370,BUR,TUL,1283,18,285.91,WN,0.7593,287.54,AA,0.142,264.53,1688
2024,1,32457,30559,"San Francisco, CA (Metropolitan Area)","Seattle, WA",14831,14747,SJC,SEA,696,1542,196.22,AS,0.5508,199.32,WN,0.2352,161.63,1382
2024,1,33316,30852,"Omaha, NE","Washington, DC (Metropolitan Area)",13871,11278,OMA,DCA,1025,240,244.71,WN,0.532,235.51,WN,0.532,235.51,1781
2024,1,31714,32457,"Fort Myers, FL","San Francisco, CA (Metropolitan Area)",14635,13796,RSW,OAK,2481,11,243.48,WN,0.9417,239.16,WN,0.9417,239.16,1280
2024,1,30615,30852,"El Paso, TX","Washington, DC (Metropolitan Area)",11540,10821,ELP,BWI,1741,76,367.26,WN,0.5601,327.69,WN,0.5601,327.69,354
2024,1,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",14908,14683,SNA,SAT,1211,100,309.54,WN,0.4234,303.25,WN,0.4234,303.25,1608
2024,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14307,13303,PVD,MIA,1283,72,253.92,AA,0.5205,245.22,WN,0.2595,239.44,567
2024,1,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",11259,14057,DAL,PDX,1626,46,267.46,WN,0.8676,263.19,WN,0.8676,263.19,149
2024,1,32467,34576,"Miami, FL (Metropolitan Area)","Rochester, NY",13303,14576,MIA,ROC,1203,133,243.87,AA,0.5062,239.64,WN,0.1621,230.8,1473
2024,1,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",13930,10874,ORD,CAK,343,68,179.82,UA,0.9823,179.45,UA,0.9823,179.45,702
2024,1,30977,33105,"Chicago, IL","Cincinnati, OH",13232,11193,MDW,CVG,264,91,169.61,WN,0.9832,167.32,WN,0.9832,167.32,765
2024,1,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",12391,15016,ISP,STL,929,7,299.34,WN,0.9672,299.96,F9,0.0164,138,1148
2024,1,31453,33851,"Houston, TX","Oklahoma City, OK",12191,13851,HOU,OKC,419,271,184.52,WN,0.9846,183.16,WN,0.9846,183.16,1051
2024,1,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12197,15304,HPN,TPA,1055,265,193.91,B6,0.8997,191,B6,0.8997,191,1179
2024,1,31453,33667,"Houston, TX","Norfolk, VA (Metropolitan Area)",12191,13931,HOU,ORF,1209,49,239.49,WN,0.705,232.75,WN,0.705,232.75,1047
2024,1,30721,30559,"Boston, MA (Metropolitan Area)","Seattle, WA",14307,14747,PVD,SEA,2496,31,326.98,AA,0.5233,309.11,AA,0.5233,309.11,472
2024,1,31703,34614,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",11618,14869,EWR,SLC,2022,884,392.81,UA,0.5689,387.13,UA,0.5689,387.13,1247
2024,1,31703,34614,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",12478,14869,JFK,SLC,2022,1275,417.84,DL,0.6355,486.84,B6,0.324,293.83,1250
2024,1,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12197,ABQ,HPN,1861,8,293.38,DL,0.7,300.17,AA,0.2857,280.35,13
2024,1,30721,32457,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14307,14831,PVD,SJC,2704,6,401.17,DL,0.5769,490.3,WN,0.3077,217.61,561
2024,1,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10800,14771,BUR,SFO,372,855,163.75,UA,0.61,174.48,AS,0.341,147.11,1565
2024,1,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,14908,IAH,SNA,1390,490,293.33,UA,0.8824,300.73,AA,0.07,224.05,1022
2024,1,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",13198,15304,MCI,TPA,1048,416,249.44,WN,0.7505,243.9,NK,0.0465,104.4,1759
2024,1,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",10800,13487,BUR,MSP,1535,26,295.77,WN,0.4872,281.8,NK,0.1111,122.48,1532
2024,1,30721,30852,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14307,10821,PVD,BWI,418,176,200.74,WN,0.9994,200.72,WN,0.9994,200.72,491
2024,1,32441,31703,"Jackson, WY","New York City, NY (Metropolitan Area)",12441,12953,JAC,LGA,1894,69,464.37,UA,0.4272,522.01,AA,0.3936,398.24,1374
2024,1,33316,30466,"Omaha, NE","Phoenix, AZ",13871,10466,OMA,AZA,1037,65,107.82,G4,1,107.82,G4,1,107.82,1778
2024,1,30713,30194,"Boise, ID","Dallas/Fort Worth, TX",10713,11298,BOI,DFW,1282,164,366.57,AA,0.6499,395.85,DL,0.1324,320.81,445
2024,1,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",14057,14771,PDX,SFO,569,857,213.41,AS,0.5476,206.69,AS,0.5476,206.69,1842
2024,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,10800,BUF,BUR,2218,9,295.3,WN,0.725,285.6,B6,0.1125,245.46,653
2024,1,30977,31453,"Chicago, IL","Houston, TX",13930,12266,ORD,IAH,945,1623,244.64,UA,0.7208,268.57,NK,0.1474,118.36,723
2024,1,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",13296,10693,MHT,BNA,942,34,270.33,WN,0.722,245.15,WN,0.722,245.15,480
2024,1,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",14570,14831,RNO,SJC,192,104,174.15,WN,0.9968,173.79,WN,0.9968,173.79,1872
2024,1,30977,34027,"Chicago, IL","West Palm Beach/Palm Beach, FL",13232,14027,MDW,PBI,1144,34,252.98,WN,0.8065,239.83,WN,0.8065,239.83,790
2024,1,32467,34492,"Miami, FL (Metropolitan Area)","Raleigh/Durham, NC",11697,14492,FLL,RDU,700,801,164.38,WN,0.3024,158.12,NK,0.1455,99.31,1468
2024,1,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",12339,12954,IND,LGB,1814,29,276.86,WN,0.9403,264.71,WN,0.9403,264.71,1366
2024,1,32467,31650,"Miami, FL (Metropolitan Area)","Minneapolis/St. Paul, MN",11697,13487,FLL,MSP,1501,1030,228.68,DL,0.6105,268.17,SY,0.2954,149.68,1423
2024,1,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",12339,14831,IND,SJC,1943,48,328.18,WN,0.6299,313.72,WN,0.6299,313.72,1361
2024,1,30977,33570,"Chicago, IL","San Diego, CA",13930,14679,ORD,SAN,1728,1028,325.67,UA,0.5569,333.06,UA,0.5569,333.06,782
2024,1,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,13891,DEN,ONT,862,672,162.11,WN,0.5098,174.79,F9,0.33,110.66,210
2024,1,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",11066,12197,CMH,HPN,519,6,215.1,AA,0.6071,197.88,AA,0.6071,197.88,877
2024,1,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",12197,15016,HPN,STL,929,8,298.79,DL,0.5694,333.08,AA,0.4306,253.45,1147
2024,1,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12197,14771,HPN,SFO,2608,18,312.5,DL,0.5576,371.13,AA,0.3939,215.69,1164
2024,1,30721,31650,"Boston, MA (Metropolitan Area)","Minneapolis/St. Paul, MN",13296,13487,MHT,MSP,1124,7,266.37,WN,0.6154,242.55,WN,0.6154,242.55,534
2024,1,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",14107,11278,PHX,DCA,1999,875,328.39,AA,0.7522,348.82,WN,0.1336,247.51,299
2024,1,31503,32467,"Eagle, CO","Miami, FL (Metropolitan Area)",11503,13303,EGE,MIA,1810,175,616.56,AA,0.8967,626.23,DL,0.0301,522.12,1079
2024,1,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",11433,12264,DTW,IAD,409,317,177.87,DL,0.5537,180.35,UA,0.4397,173.88,938
2024,1,30977,34027,"Chicago, IL","West Palm Beach/Palm Beach, FL",13930,14027,ORD,PBI,1144,686,307.03,UA,0.4825,309.1,AA,0.4701,302.11,791
2024,1,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",12478,14679,JFK,SAN,2481,1352,311.46,DL,0.4111,343.43,AS,0.2122,249.29,1197
2024,1,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",14908,15370,SNA,TUL,1283,41,366,WN,0.4718,302.58,WN,0.4718,302.58,1692
2024,1,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,13891,IAH,ONT,1390,75,305.51,AA,0.3673,352.24,F9,0.1691,126.43,1021
2024,1,31136,31703,"Jacksonville, FL","New York City, NY (Metropolitan Area)",12451,11618,JAX,EWR,858,721,204.35,UA,0.943,203.33,AA,0.0337,192.92,915
2024,1,30721,31057,"Boston, MA (Metropolitan Area)","Charlotte, NC",10721,11057,BOS,CLT,737,1112,197.61,AA,0.4696,230.22,B6,0.2082,169.5,503
2024,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",11042,13891,CLE,ONT,2073,52,274.69,WN,0.2977,259.88,F9,0.2453,118.87,421
2024,1,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,12892,HOU,LAX,1390,515,212.73,WN,0.9766,210.07,WN,0.9766,210.07,1014
2024,1,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",11433,11618,DTW,EWR,540,714,189.78,DL,0.4361,212.44,NK,0.1436,101.45,941
2024,1,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",13891,13244,ONT,MEM,1619,33,406.2,AA,0.4751,433.08,WN,0.2392,316.02,1612
2024,1,30721,32467,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13296,13303,MHT,MIA,1283,26,271.24,AA,0.5042,279.85,WN,0.3983,244.98,565
2024,1,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",12197,14524,HPN,RIC,313,1,329.44,AA,0.875,325.73,AA,0.875,325.73,1236
2024,1,32457,30852,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13796,10821,OAK,BWI,2457,220,243.28,WN,0.965,241.35,NK,0.014,192.8,1383
2024,1,33342,30466,"Milwaukee, WI","Phoenix, AZ",13342,14107,MKE,PHX,1460,933,247.46,WN,0.6274,247.43,SY,0.1143,130.8,1785
2024,1,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,13891,BOI,ONT,688,85,232.07,WN,0.6537,211.39,WN,0.6537,211.39,453
2024,1,30977,33495,"Chicago, IL","New Orleans, LA",13232,13495,MDW,MSY,837,402,212.9,WN,0.9828,211.3,WN,0.9828,211.3,779
2024,1,30849,32575,"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",10849,13891,BZN,ONT,908,18,244.09,WN,0.6832,210.57,WN,0.6832,210.57,671
2024,1,34321,30852,"Portland, ME","Washington, DC (Metropolitan Area)",14321,11278,PWM,DCA,493,176,227.78,AA,0.9632,227.58,UA,0.0143,182.26,1854
2024,1,31453,34100,"Houston, TX","Philadelphia, PA",12266,14100,IAH,PHL,1335,870,225.45,UA,0.4756,264.1,NK,0.2247,109.99,1058
2024,1,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",11042,11259,CLE,DAL,1023,38,246.43,WN,0.9457,242.92,WN,0.9457,242.92,372
2024,1,31453,30198,"Houston, TX","Pittsburgh, PA",12191,14122,HOU,PIT,1131,129,251.85,WN,0.9558,247.72,WN,0.9558,247.72,966
2024,1,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",12954,14057,LGB,PDX,859,57,187.52,WN,0.925,184.52,WN,0.925,184.52,1654
2024,1,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",10800,14492,BUR,RDU,2239,27,311.68,WN,0.4835,280.31,WN,0.4835,280.31,1668
2024,1,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,600,278.84,WN,0.7805,267.03,WN,0.7805,267.03,278
2024,1,30615,31703,"El Paso, TX","New York City, NY (Metropolitan Area)",11540,12197,ELP,HPN,1944,4,285.54,DL,0.7692,294.01,AA,0.2051,245.1,360
2024,1,31453,33570,"Houston, TX","San Diego, CA",12191,14679,HOU,SAN,1313,259,256.43,WN,0.9449,256.33,F9,0.0208,125.25,1045
2024,1,30721,31624,"Boston, MA (Metropolitan Area)","Key West, FL",13296,11624,MHT,EYW,1396,6,341.88,AA,0.8333,343.99,UA,0.1667,331.33,531
2024,1,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,11618,DEN,EWR,1659,1118,303.86,UA,0.9645,305.02,AA,0.0164,220.81,197
2024,1,31267,30852,"Dayton, OH","Washington, DC (Metropolitan Area)",11267,11278,DAY,DCA,406,187,280.99,AA,0.9853,281.56,UA,0.01,238.71,933
2024,1,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",12954,10693,LGB,BNA,1797,179,239.69,WN,0.9846,238.07,WN,0.9846,238.07,1504
2024,1,32467,35249,"Miami, FL (Metropolitan Area)","Tallahassee, FL",13303,15249,MIA,TLH,402,227,210.26,AA,0.9763,208.4,AA,0.9763,208.4,1481
2024,1,33244,31703,"Memphis, TN","New York City, NY (Metropolitan Area)",13244,12197,MEM,HPN,1002,10,261.1,AA,0.5556,274.52,DL,0.4111,250.45,1772
2024,1,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",12954,14122,LGB,PIT,2136,19,218.97,WN,0.9714,217.67,WN,0.9714,217.67,1484
2024,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,27,260.92,WN,0.535,230.05,WN,0.535,230.05,229
2024,1,31295,32575,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",11433,12954,DTW,LGB,1979,27,269.1,WN,0.6857,228.69,WN,0.6857,228.69,953
2024,1,34100,32457,"Philadelphia, PA","San Francisco, CA (Metropolitan Area)",14100,14771,PHL,SFO,2521,832,359.27,AA,0.6687,358.76,AA,0.6687,358.76,1847
2024,1,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",12954,13204,LGB,MCO,2218,79,186.03,WN,0.9693,177.94,WN,0.9693,177.94,1529
2024,1,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",12478,14576,JFK,ROC,285,229,165.74,B6,0.6032,160.43,B6,0.6032,160.43,1245
2024,1,30466,30559,"Phoenix, AZ","Seattle, WA",14107,14747,PHX,SEA,1107,3117,203.63,AS,0.5441,209.9,WN,0.1249,182.19,297
2024,1,31503,32467,"Eagle, CO","Miami, FL (Metropolitan Area)",11503,11697,EGE,FLL,1810,41,535.78,AA,0.4236,485.71,AA,0.4236,485.71,1078
2024,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,1320,253.04,AA,0.4409,232.05,B6,0.1379,197.47,274
2024,1,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",11298,15016,DFW,STL,550,400,267.45,AA,0.9618,268,UA,0.0179,230.41,58
2024,1,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12954,BDL,LGB,2527,10,223.85,WN,0.9663,219.33,DL,0.0225,202.5,330
2024,1,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",14908,14831,SNA,SJC,372,1140,205.1,WN,0.9915,205.42,WN,0.9915,205.42,1578
2024,1,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",11042,12191,CLE,HOU,1106,60,211.49,WN,0.7331,209.03,WN,0.7331,209.03,386
2024,1,30977,33044,"Chicago, IL","Louisville, KY",13930,14730,ORD,SDF,286,198,204.09,UA,0.6024,206.74,AA,0.381,198.9,764
2024,1,31650,32457,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",13487,14831,MSP,SJC,1589,129,339.62,DL,0.7014,369.17,WN,0.1613,233.96,1115
2024,1,30721,30693,"Boston, MA (Metropolitan Area)","Nashville, TN",14307,10693,PVD,BNA,942,74,206.44,WN,0.4903,208.52,G4,0.1629,76.45,481
2024,1,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",12892,13871,LAX,OMA,1330,238,250.16,AA,0.3962,292.38,UA,0.2885,213.05,1620
2024,1,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,10800,RDM,BUR,751,92,125.04,XP,0.8908,112.24,XP,0.8908,112.24,1856
2024,1,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",11603,14908,EUG,SNA,776,89,183.14,G4,0.3834,97.61,G4,0.3834,97.61,1092
2024,1,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",11298,12339,DFW,IND,761,499,293.59,AA,0.9286,293.17,UA,0.0218,292.33,94
2024,1,30721,31714,"Boston, MA (Metropolitan Area)","Fort Myers, FL",13296,14635,MHT,RSW,1271,50,296,WN,0.6079,278.68,WN,0.6079,278.68,545
2024,1,30647,33195,"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10874,14112,CAK,PIE,927,27,103.14,G4,1,103.14,G4,1,103.14,423
2024,1,35096,33195,"Syracuse, NY","Tampa, FL (Metropolitan Area)",15096,14112,SYR,PIE,1111,122,136.11,G4,1,136.11,G4,1,136.11,1893
2024,1,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",12391,14057,ISP,PDX,2482,0,205,WN,1,205,WN,1,205,1219
2024,1,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",10874,12889,CAK,LAS,1846,89,173.62,MX,0.8815,137.57,MX,0.8815,137.57,403
2024,1,30599,33195,"Birmingham, AL","Tampa, FL (Metropolitan Area)",10599,15304,BHM,TPA,459,230,213.88,WN,0.7421,189.1,WN,0.7421,189.1,352
2024,1,33316,30466,"Omaha, NE","Phoenix, AZ",13871,14107,OMA,PHX,1037,768,240.83,WN,0.6392,232.7,WN,0.6392,232.7,1779
2024,1,32467,31703,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",11697,11618,FLL,EWR,1118,3673,195.61,UA,0.5273,235.84,NK,0.2245,116.24,1425
2024,1,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",12197,13204,HPN,MCO,989,854,201.82,B6,0.8302,200.52,B6,0.8302,200.52,1152
2024,1,32211,33667,"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",12889,14098,LAS,PHF,2154,9,415.77,AA,1,415.77,AA,1,415.77,1348
2024,1,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11298,ABQ,DFW,580,220,255.48,AA,0.9656,255.9,UA,0.0225,245.89,3
2024,1,31603,32457,"Eugene, OR","San Francisco, CA (Metropolitan Area)",11603,14771,EUG,SFO,471,153,176.37,UA,0.967,174.76,UA,0.967,174.76,1086
2024,1,30977,33495,"Chicago, IL","New Orleans, LA",13930,13495,ORD,MSY,837,756,234.47,UA,0.4522,265.23,NK,0.1425,132.79,780
2024,1,32467,33667,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",11697,13931,FLL,ORF,812,226,164.79,NK,0.5709,105.83,NK,0.5709,105.83,1456
2024,1,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",11433,12478,DTW,JFK,540,251,212.38,DL,0.735,225.4,B6,0.1897,165.22,944
2024,1,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",14908,14524,SNA,RIC,2305,39,386.46,AA,0.4551,365.48,AA,0.4551,365.48,1677
2024,1,33105,30852,"Cincinnati, OH","Washington, DC (Metropolitan Area)",11193,10821,CVG,BWI,430,159,191.71,WN,0.88,181.3,WN,0.88,181.3,1710
2024,1,30721,34492,"Boston, MA (Metropolitan Area)","Raleigh/Durham, NC",10721,14492,BOS,RDU,625,1033,228.81,DL,0.5307,245.71,B6,0.3701,211.47,619
