"","year","quarter","statecode1","mean.miles","median.miles","sd.miles","min.miles","max.miles","iqr.miles","q1.miles","q3.miles"
"333",2021,1,"ME",1394,1394,0,1394,1394,0,1394,1394
"334",2021,1,"MI",1322.88571428571,1214,589.824089998753,409,2079,862.5,1011.5,1874
"335",2021,1,"MN",1187.84615384615,1057,255.014328405891,936,1589,249,1057,1306
"336",2021,1,"MO",1129.35714285714,1148,231.617055325078,738,1499,396,967,1363
"337",2021,1,"MT",1171.68421052632,948,404.701268788553,861,1902,290,908,1198
"338",2021,1,"NC",1031.6976744186,650,762.563956252468,255,2400,1402,547,1949
"339",2021,1,"ND",1161.33333333333,1165,58.6537864648708,1094,1225,98.25,1111.75,1210
"340",2021,1,"NE",1075.57142857143,1037,78.3535941376381,1025,1190,88.5,1025,1113.5
"341",2021,1,"NJ",977,977,NA,977,977,0,977,977
"342",2021,1,"NM",880.5625,718,415.779904717227,328,1670,219,677,896
"343",2021,1,"NV",1362.69565217391,2106,959.331700848546,236,2282,1898,276,2174
"344",2021,1,"NY",1453.82781456954,1185,859.556449661408,249,2619,1666,756,2422
"345",2021,1,"OH",1116.00877192982,967,602.499226975805,314,2187,1128,626,1754
"346",2021,1,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"347",2021,1,"OR",1079.85714285714,776,662.392352440326,569,2497,220,751,971
"348",2021,1,"PA",1570.88888888889,920,807.339526538315,878,2521,1609,912,2521
"349",2021,1,"SC",878.606060606061,677,589.054376702288,426,2206,327,601,928
"350",2021,1,"SD",1336,1336,0,1336,1336,0,1336,1336
"351",2021,1,"TN",928.30303030303,803,395.489450305606,550,1969,347,655,1002
"352",2021,1,"TX",1028.20462046205,1061,413.534735976768,190,1894,675,715,1390
"353",2021,1,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"354",2021,1,"VA",1318,731,845.802104513816,662,2437,1604,726,2330
"355",2021,1,"WA",1801.71428571429,2335,727.621860191523,977,2520,1280,1055,2335
"356",2021,1,"WI",1112.6,1173,353.15913945101,641,1463,694.5,749.5,1444
"357",2021,1,"WY",1277.88888888889,785,584.494320854456,785,1894,1109,785,1894
"358",2021,2,"AL",912.961538461538,682,466.335285456225,459,1815,294,608,902
"359",2021,2,"AR",1494,1494,0,1494,1494,0,1494,1494
"360",2021,2,"AZ",1154.20689655172,1081,583.425621364904,324,1999,1146,668,1814
"361",2021,2,"CA",1615.04597701149,1756,784.517728995816,370,2510,1471,859,2330
"362",2021,2,"CO",1150.18181818182,967,410.783052120083,551,1709,720,833,1553
"363",2021,2,"CT",1813.33333333333,2527,947.916637885923,326,2625,1374.5,1152.5,2527
"364",2021,2,"DC",883,883,0,883,883,0,883,883
"365",2021,2,"FL",1280.58695652174,1120,652.878698207524,192,2724,658,843,1501
"366",2021,2,"GA",973.421052631579,731,583.430471624926,406,2139,375,577,952
"367",2021,2,"IA",1299.18181818182,1252,147.683999256398,1127,1447,298,1149,1447
"368",2021,2,"ID",755.916666666667,688,259.271166693846,523,1282,102.25,646.75,749
"369",2021,2,"IL",976.958041958042,809,485.736581282632,235,1855,650.5,642,1292.5
"370",2021,2,"IN",1153.54166666667,912,550.088212622909,516,1943,1113,701,1814
"371",2021,2,"KY",742.3125,699,236.227494518878,495,1506,30,699,729
"372",2021,2,"LA",1273.07142857143,1218,400.299015984054,488,1911,226.5,1053,1279.5
"373",2021,2,"MA",1332.05084745763,1204,811.272074018121,209,2704,1473,632,2105
"374",2021,2,"ME",493,493,0,493,493,0,493,493
"375",2021,2,"MI",1215.46153846154,1145,628.012438954661,409,2079,1334,540,1874
"376",2021,2,"MN",1178.5,1057,247.492890340775,936,1589,241.5,1057,1298.5
"377",2021,2,"MO",1129.35714285714,1148,231.617055325078,738,1499,396,967,1363
"378",2021,2,"MT",899.428571428571,908,14.638501094228,878,908,15,893,908
"379",2021,2,"NC",1002.34782608696,633,744.928847232817,255,2400,988.75,575,1563.75
"380",2021,2,"ND",1225,1225,0,1225,1225,0,1225,1225
"381",2021,2,"NE",1182.8,1113.5,184.126043785229,1025,1433,344.25,1028,1372.25
"382",2021,2,"NJ",977,977,NA,977,977,0,977,977
"383",2021,2,"NM",1145.70833333333,896,543.299299303053,328,1861,1040.75,677,1717.75
"384",2021,2,"NV",1401,2106,956.826457391944,236,2282,1925,276,2201
"385",2021,2,"NY",1260.74,1070,853.296329259442,249,2619,1814,375,2189
"386",2021,2,"OH",1110.2265625,940,627.236134751257,314,2187,1298.5,547.5,1846
"387",2021,2,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"388",2021,2,"OR",1097.63157894737,776,695.710844350847,569,2497,220,751,971
"389",2021,2,"PA",1751.33333333333,2164.5,743.299931305518,878,2521,1363.25,957.5,2320.75
"390",2021,2,"SC",803.448979591837,643,499.344781573167,399,2206,159,601,760
"391",2021,2,"TN",878.809523809524,787,366.311425422262,550,1969,339.75,662.25,1002
"392",2021,2,"TX",1061.66666666667,1105,424.819421447339,190,1944,683,724,1407
"393",2021,2,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"394",2021,2,"VA",1318,731,845.802104513816,662,2437,1604,726,2330
"395",2021,2,"WA",2381.25,2335,92.5,2335,2520,46.25,2335,2381.25
"396",2021,2,"WI",829.090909090909,777,241.025498462488,641,1460,68,709,777
"397",2021,2,"WV",721,721,0,721,721,0,721,721
"398",2021,3,"AL",912.961538461538,682,466.335285456225,459,1815,294,608,902
"399",2021,3,"AR",1494,1494,0,1494,1494,0,1494,1494
"400",2021,3,"AZ",1209.07407407407,1081,601.785863136735,324,1999,1184.5,668,1852.5
"401",2021,3,"CA",1603.19202898551,1756,792.426838200138,263,2510,1484,859,2343
"402",2021,3,"CO",1179.58333333333,967,405.042810788475,551,1709,698.25,854.75,1553
"403",2021,3,"CT",1813.33333333333,2527,947.916637885923,326,2625,1374.5,1152.5,2527
"404",2021,3,"DC",883,883,0,883,883,0,883,883
"405",2021,3,"FL",1268.12121212121,1059,667.145131449552,192,2724,655,846,1501
"406",2021,3,"GA",973.421052631579,731,583.430471624926,406,2139,375,577,952
"407",2021,3,"IA",1215.78571428571,1200.5,210.333865948485,910,1447,320,1127,1447
"408",2021,3,"ID",1146.38888888889,749,637.900336940874,523,2167,760,688,1448
"409",2021,3,"IL",972.944055944056,801,490.331459841395,235,1855,728.5,621,1349.5
"410",2021,3,"IN",1175.5,930,570.398336169349,516,1943,1113,701,1814
"411",2021,3,"KY",689,699,133.663133785398,495,910,30,699,729
"412",2021,3,"LA",1273.07142857143,1218,400.299015984054,488,1911,226.5,1053,1279.5
"413",2021,3,"MA",1281.3664921466,1124,818.412668863041,192,2704,1252.5,625,1877.5
"414",2021,3,"ME",493,493,0,493,493,0,493,493
"415",2021,3,"MI",1137.46511627907,1044,628.747369542437,409,2079,1334,540,1874
"416",2021,3,"MN",1178.5,1057,247.492890340775,936,1589,241.5,1057,1298.5
"417",2021,3,"MO",1129.35714285714,1148,231.617055325078,738,1499,396,967,1363
"418",2021,3,"MS",888,888,0,888,888,0,888,888
"419",2021,3,"MT",1276.24,1027,440.901281467859,807,1931,897,908,1805
"420",2021,3,"NC",950.137254901961,599,724.371590265876,255,2400,444,492,936
"421",2021,3,"ND",1225,1225,0,1225,1225,0,1225,1225
"422",2021,3,"NE",1182.8,1113.5,184.126043785229,1025,1433,344.25,1028,1372.25
"423",2021,3,"NM",1237.74074074074,1121,575.744240265962,328,1974,1184,677,1861
"424",2021,3,"NV",1499.33333333333,2106,943.50997711899,236,2286,1937,345,2282
"425",2021,3,"NY",1222.35023041475,1063,860.87156358716,222,2619,1852,337,2189
"426",2021,3,"OH",1145.40145985401,967,651.025316439316,314,2187,1381,519,1900
"427",2021,3,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"428",2021,3,"OR",947.96,751,660.989061936731,471,2497,207,569,776
"429",2021,3,"PA",1751.33333333333,2164.5,743.299931305518,878,2521,1363.25,957.5,2320.75
"430",2021,3,"SC",820.595238095238,643,538.081962181926,399,2206,306.75,517,823.75
"431",2021,3,"TN",896.378378378378,803,375.237876504976,550,1969,318,684,1002
"432",2021,3,"TX",1064.5,1113,421.781272073064,190,1944,674,733,1407
"433",2021,3,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"434",2021,3,"VA",1448.44444444444,726,888.223805005122,662,2437,1604,726,2330
"435",2021,3,"VT",441,441,0,441,441,0,441,441
"436",2021,3,"WA",2381.25,2335,92.5,2335,2520,46.25,2335,2381.25
"437",2021,3,"WI",987.75,850,408.869799762583,641,1845,129.25,777,906.25
"438",2021,3,"WY",1355,1355,600.832755431992,785,1925,1140,785,1925
"439",2021,4,"AL",935.347826086957,682,490.73688642653,459,1815,305,597,902
"440",2021,4,"AR",1340.5,1340.5,161.803206945282,1187,1494,307,1187,1494
"441",2021,4,"AZ",1192.76470588235,1034,570.273515387959,304,1999,1139.5,668,1807.5
"442",2021,4,"CA",1602.4465648855,1776.5,798.696099163864,263,2510,1592,751,2343
"443",2021,4,"CO",1165.88571428571,967,402.407517429823,551,1709,682,847.5,1529.5
"444",2021,4,"CT",1802.83333333333,2213,871.464504356283,326,2625,1333,1194,2527
"445",2021,4,"DC",883,883,0,883,883,0,883,883
"446",2021,4,"FL",1306.77941176471,1120,680.588619871733,192,2724,1049,845,1894
"447",2021,4,"GA",978.243243243243,731,590.709949759393,406,2139,375,577,952
"448",2021,4,"IA",1182.4375,1149,211.028582187343,910,1447,409,1038,1447
"449",2021,4,"ID",755.916666666667,688,259.271166693846,523,1282,102.25,646.75,749
"450",2021,4,"IL",961.484848484848,801,495.008666511356,235,1855,638,621,1259
"451",2021,4,"IN",1198.09523809524,1020,574.306878311753,516,1943,1113,701,1814
"452",2021,4,"KY",751.076923076923,699,263.262056241324,495,1506,30,699,729
"453",2021,4,"LA",1273.07142857143,1218,400.299015984054,488,1911,226.5,1053,1279.5
"454",2021,4,"MA",1293.17741935484,1133,811.649622000013,209,2704,1139,625,1764
"455",2021,4,"ME",493,493,0,493,493,0,493,493
"456",2021,4,"MI",1197.19512195122,1092,615.219156866567,409,2079,1334,540,1874
"457",2021,4,"MN",1201.73333333333,1057,239.001036060715,936,1589,250,1057,1307
"458",2021,4,"MO",1147.12,1148,235.687526186686,738,1499,396,967,1363
"459",2021,4,"MS",888,888,0,888,888,0,888,888
"460",2021,4,"MT",908,908,0,908,908,0,908,908
"461",2021,4,"NC",954.74,616,731.894489161728,255,2400,444,492,936
"462",2021,4,"ND",1159.5,1159.5,75.632885263841,1094,1225,131,1094,1225
"463",2021,4,"NE",1075.57142857143,1037,78.3535941376381,1025,1190,88.5,1025,1113.5
"464",2021,4,"NM",1114.60869565217,896,533.219956246135,328,1861,993,677,1670
"465",2021,4,"NV",1266.66666666667,1984,979.691945303373,192,2282,1938,236,2174
"466",2021,4,"NY",1265.81904761905,1063,879.806049537576,222,2619,1884.75,326,2210.75
"467",2021,4,"OH",1160.26229508197,990,649.492043141238,314,2187,1354.25,545.75,1900
"468",2021,4,"OK",1079.2,1180,153.504723054374,833,1180,157,1023,1180
"469",2021,4,"OR",1012.18181818182,763.5,680.672261277575,471,2497,307.75,614.5,922.25
"470",2021,4,"PA",1515.84615384615,2075,968.792190148283,210,2521,1376,878,2254
"471",2021,4,"SC",778.16,643,503.132893549436,399,2206,247.5,489,736.5
"472",2021,4,"TN",842.731707317073,724,379.297048788298,465,1969,247,612,859
"473",2021,4,"TX",1045.25496688742,1102,429.974577659796,148,1944,675,715,1390
"474",2021,4,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"475",2021,4,"VA",1069.33333333333,726,715.277393743155,662,2330,5,726,731
"476",2021,4,"VT",353.5,353.5,95.8514475634041,266,441,175,266,441
"477",2021,4,"WA",2381.25,2335,92.5,2335,2520,46.25,2335,2381.25
"478",2021,4,"WI",1027.57894736842,850,424.882508699559,641,1845,458.5,777,1235.5
"479",2022,1,"AL",913.4,682,475.945987831953,459,1815,305,597,902
"480",2022,1,"AR",1159,1159,0,1159,1159,0,1159,1159
"481",2022,1,"AZ",1174.72727272727,1034,569.181170230933,304,1999,1146,668,1814
"482",2022,1,"CA",1583.28682170543,1756,802.783723861212,263,2510,1588,742,2330
"483",2022,1,"CO",1244.85106382979,1491,451.838321349737,551,1810,851,833,1684
"484",2022,1,"CT",1784.78571428571,2527,976.985172596047,326,2625,1395.25,1131.75,2527
"485",2022,1,"DC",883,883,0,883,883,0,883,883
"486",2022,1,"FL",1312.31654676259,1102,679.853938234468,192,2724,1074,846,1920
"487",2022,1,"GA",973.421052631579,731,583.430471624926,406,2139,375,577,952
"488",2022,1,"IA",1275,1252,145.993150524263,1090,1447,309,1138,1447
"489",2022,1,"ID",755.916666666667,688,259.271166693846,523,1282,102.25,646.75,749
"490",2022,1,"IL",985.587301587302,836,499.603046745574,235,1855,752.75,642,1394.75
"491",2022,1,"IN",1173.21739130435,912,553.748954977199,516,1943,1113,701,1814
"492",2022,1,"KY",751.076923076923,699,263.262056241324,495,1506,30,699,729
"493",2022,1,"LA",1277.30769230769,1218,416.317664093055,488,1911,302,998,1300
"494",2022,1,"MA",1309.60655737705,1142,794.918931771431,209,2704,1245.5,632,1877.5
"495",2022,1,"ME",924,885,474.06581821515,493,1394,871.75,493,1364.75
"496",2022,1,"MI",1239.525,1118.5,594.290483556782,409,2079,1218,656,1874
"497",2022,1,"MN",1201.73333333333,1057,239.001036060715,936,1589,250,1057,1307
"498",2022,1,"MO",1147.12,1148,235.687526186686,738,1499,396,967,1363
"499",2022,1,"MT",1135.72222222222,908,435.46672805374,807,1902,332.75,865.25,1198
"500",2022,1,"NC",1028.2619047619,599,777.019134005668,255,2400,1545,492,2037
"501",2022,1,"ND",1159.5,1159.5,75.632885263841,1094,1225,131,1094,1225
"502",2022,1,"NE",1075.57142857143,1037,78.3535941376381,1025,1190,88.5,1025,1113.5
"503",2022,1,"NJ",998,998,0,998,998,0,998,998
"504",2022,1,"NM",1114.60869565217,896,533.219956246135,328,1861,993,677,1670
"505",2022,1,"NV",1292.28571428571,1984,970.88912504039,192,2282,1938,236,2174
"506",2022,1,"NY",1268.10052910053,1056,878.595231187648,249,2619,1863,326,2189
"507",2022,1,"OH",1149.45299145299,990,627.241408397977,314,2187,1274,626,1900
"508",2022,1,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"509",2022,1,"OR",1012.18181818182,763.5,680.672261277575,471,2497,307.75,614.5,922.25
"510",2022,1,"PA",1515.84615384615,2075,968.792190148283,210,2521,1376,878,2254
"511",2022,1,"SC",820.461538461538,643,559.302330735347,399,2206,271,489,760
"512",2022,1,"TN",883,787,378.55551478981,550,1969,318,684,1002
"513",2022,1,"TX",1050,1102,435.421737692518,190,1944,683.5,715,1398.5
"514",2022,1,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"515",2022,1,"VA",1069.33333333333,726,715.277393743155,662,2330,5,726,731
"516",2022,1,"VT",266,266,0,266,266,0,266,266
"517",2022,1,"WA",2131.6,2335,563.952834907317,1133,2520,0,2335,2335
"518",2022,1,"WI",939.722222222222,850,295.571789936956,641,1463,241.75,777,1018.75
"519",2022,1,"WY",1277.88888888889,785,584.494320854456,785,1894,1109,785,1894
"520",2022,2,"AL",935.347826086957,682,490.73688642653,459,1815,305,597,902
"521",2022,2,"AR",1185.58333333333,1159,190.517695829659,912,1371,273.75,1097.25,1371
"522",2022,2,"AZ",1167,1034,591.227918499206,324,1999,1126.5,668,1794.5
"523",2022,2,"CA",1562.29069767442,1735,800.519163249857,263,2510,1584.75,744.25,2329
"524",2022,2,"CO",1150.18181818182,967,410.783052120083,551,1709,720,833,1553
"525",2022,2,"CT",1813.33333333333,2527,947.916637885923,326,2625,1374.5,1152.5,2527
"526",2022,2,"DC",883,883,0,883,883,0,883,883
"527",2022,2,"FL",1272.48,1102,690.092473934215,192,2724,1024,825,1849
"528",2022,2,"GA",973.421052631579,731,583.430471624926,406,2139,375,577,952
"529",2022,2,"IA",1177.68421052632,1127,190.373332817265,910,1447,278.5,1071,1349.5
"530",2022,2,"ID",854.785714285714,688,346.470595615809,523,1448,460.75,688,1148.75
"531",2022,2,"IL",940.084507042254,794,485.05650022523,235,1855,620,607,1227
"532",2022,2,"IN",1198.09523809524,1020,574.306878311753,516,1943,1113,701,1814
"533",2022,2,"KY",688.166666666667,699,139.571313367581,495,910,81,648,729
"534",2022,2,"LA",1278.92857142857,1218,400.031049619077,488,1911,247,1053,1300
"535",2022,2,"MA",1266.15706806283,1124,815.654465309133,209,2704,1196,563,1759
"536",2022,2,"ME",493,493,0,493,493,0,493,493
"537",2022,2,"MI",1196.33333333333,1092,631.189158957887,409,2079,1334,540,1874
"538",2022,2,"MN",1201.73333333333,1057,239.001036060715,936,1589,250,1057,1307
"539",2022,2,"MO",1147.12,1148,235.687526186686,738,1499,396,967,1363
"540",2022,2,"MS",888,888,0,888,888,0,888,888
"541",2022,2,"MT",870.125,908,52.2724661201833,807,908,101,807,908
"542",2022,2,"NC",967.142857142857,633,734.150898430743,255,2400,444,492,936
"543",2022,2,"ND",1225,1225,0,1225,1225,0,1225,1225
"544",2022,2,"NE",1182.8,1113.5,184.126043785229,1025,1433,344.25,1028,1372.25
"545",2022,2,"NJ",998,998,0,998,998,0,998,998
"546",2022,2,"NM",1114.60869565217,896,533.219956246135,328,1861,993,677,1670
"547",2022,2,"NV",1266.66666666667,1984,979.691945303373,192,2282,1938,236,2174
"548",2022,2,"NY",1251.94736842105,1056,874.281194921589,222,2619,1863,326,2189
"549",2022,2,"OH",1148.66153846154,967,648.694234703184,314,2187,1371.5,528.5,1900
"550",2022,2,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"551",2022,2,"OR",947.96,751,660.989061936731,471,2497,207,569,776
"552",2022,2,"PA",1443.06666666667,970,917.260787552238,210,2521,1376,878,2254
"553",2022,2,"SC",781.391304347826,643,523.974659194756,399,2206,189.75,476.25,666
"554",2022,2,"TN",855.948717948718,787,384.399254388753,465,1969,297,633.5,930.5
"555",2022,2,"TX",1048.99656357388,1102,430.751040171512,190,1944,675,715,1390
"556",2022,2,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"557",2022,2,"VA",1069.33333333333,726,715.277393743155,662,2330,5,726,731
"558",2022,2,"VT",341,266,93.5414346693485,266,441,175,266,441
"559",2022,2,"WA",1628.5,1734,814.771308843338,790,2520,1545,790,2335
"560",2022,2,"WI",839.533333333333,777,203.324113764441,641,1460,73,777,850
"561",2022,3,"AL",957,682,490.911591303557,570,1815,294,608,902
"562",2022,3,"AR",1353.07692307692,1371,144.696499346311,1159,1494,335,1159,1494
"563",2022,3,"AZ",1146.92857142857,1034,602.539129116443,324,1999,1183.25,650,1833.25
"564",2022,3,"CA",1561.87401574803,1702.5,801.479821963005,263,2510,1595.25,744.25,2339.5
"565",2022,3,"CO",1150.18181818182,967,410.783052120083,551,1709,720,833,1553
"566",2022,3,"CT",1751.5625,2023,914.043176861283,326,2625,1353.75,1173.25,2527
"567",2022,3,"DC",883,883,0,883,883,0,883,883
"568",2022,3,"FL",1218.29464285714,1013,670.125840520424,192,2724,410,819,1229
"569",2022,3,"GA",973.421052631579,731,583.430471624926,406,2139,375,577,952
"570",2022,3,"IA",1176.27777777778,1138,199.035854161581,910,1447,360.25,1038,1398.25
"571",2022,3,"ID",854.785714285714,688,346.470595615809,523,1448,460.75,688,1148.75
"572",2022,3,"IL",939.307142857143,788.5,487.337176592982,235,1855,630,607,1237
"573",2022,3,"IN",1198.09523809524,1020,574.306878311753,516,1943,1113,701,1814
"574",2022,3,"KY",688.166666666667,699,139.571313367581,495,910,81,648,729
"575",2022,3,"LA",1277.30769230769,1218,416.317664093055,488,1911,302,998,1300
"576",2022,3,"MA",1254.22058823529,1047,809.463439245723,192,2704,1139,625,1764
"577",2022,3,"ME",435.857142857143,393,53.4522483824849,393,493,100,393,493
"578",2022,3,"MI",1196.33333333333,1092,631.189158957887,409,2079,1334,540,1874
"579",2022,3,"MN",1187.84615384615,1057,255.014328405891,936,1589,249,1057,1306
"580",2022,3,"MO",1147.12,1148,235.687526186686,738,1499,396,967,1363
"581",2022,3,"MS",888,888,0,888,888,0,888,888
"582",2022,3,"MT",1285.30434782609,1027,459.339093875162,807,1931,897,908,1805
"583",2022,3,"NC",956.807692307692,633,713.478692495824,255,2400,432.75,503.25,936
"584",2022,3,"ND",1225,1225,0,1225,1225,0,1225,1225
"585",2022,3,"NE",1182.8,1113.5,184.126043785229,1025,1433,344.25,1028,1372.25
"586",2022,3,"NJ",969.666666666667,998,49.0747728811182,913,998,42.5,955.5,998
"587",2022,3,"NM",1213.76923076923,1008.5,573.240773685355,328,1974,1184,677,1861
"588",2022,3,"NV",1266.66666666667,1984,979.691945303373,192,2282,1938,236,2174
"589",2022,3,"NY",1227.12315270936,1056,870.701503685795,222,2619,1877.5,326,2203.5
"590",2022,3,"OH",1150.5,990,655.197535880304,314,2187,1381,519,1900
"591",2022,3,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"592",2022,3,"OR",883.416666666667,751,589.260842564403,471,2358,230,546,776
"593",2022,3,"PA",1443.06666666667,970,917.260787552238,210,2521,1376,878,2254
"594",2022,3,"SC",797.90243902439,643,553.441361161146,399,2206,288,472,760
"595",2022,3,"TN",855.777777777778,787,391.616365564283,465,1969,282.75,612,894.75
"596",2022,3,"TX",1052.80968858131,1105,433.269500638555,190,1944,692,715,1407
"597",2022,3,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"598",2022,3,"VA",1560.35714285714,1530.5,884.437118445125,662,2449,1711,726,2437
"599",2022,3,"VT",434.777777777778,441,202.953059707028,266,763,175,266,441
"600",2022,3,"WA",1322.6,1071,677.135542455972,728,2520,944,790,1734
"601",2022,3,"WI",1009.05882352941,819,441.887778540581,641,1845,298,777,1075
"602",2022,3,"WY",1894,1894,0,1894,1894,0,1894,1894
"603",2022,4,"AL",935.434782608696,682,490.671694172846,459,1815,305,597,902
"604",2022,4,"AR",1129.5,1129.5,31.5368265456661,1100,1159,59,1100,1159
"605",2022,4,"AZ",1168.8064516129,1034,570.174676121557,304,1999,1150,651,1801
"606",2022,4,"CA",1573.47222222222,1745.5,801.407523764058,263,2510,1587,742,2329
"607",2022,4,"CO",1150.18181818182,967,410.783052120083,551,1709,720,833,1553
"608",2022,4,"CT",1739,1866,881.822644566688,325,2625,1395.25,1131.75,2527
"609",2022,4,"DC",883,883,0,883,883,0,883,883
"610",2022,4,"FL",1319.88636363636,1102,694.909688763814,192,2724,1130,842,1972
"611",2022,4,"GA",973.421052631579,731,583.430471624926,406,2139,375,577,952
"612",2022,4,"IA",1182.3125,1150,211.190820112996,910,1447,410,1037,1447
"613",2022,4,"ID",755.916666666667,688,259.271166693846,523,1282,102.25,646.75,749
"614",2022,4,"IL",943.163120567376,794,485.460571065008,235,1855,630,607,1237
"615",2022,4,"IN",1198.09523809524,1020,574.306878311753,516,1943,1113,701,1814
"616",2022,4,"KY",688.166666666667,699,139.571313367581,495,910,81,648,729
"617",2022,4,"LA",1273.07142857143,1218,400.299015984054,488,1911,226.5,1053,1279.5
"618",2022,4,"MA",1310.56043956044,1139,807.335303270573,209,2704,1132,632,1764
"619",2022,4,"ME",493,493,0,493,493,0,493,493
"620",2022,4,"MI",1197.19512195122,1092,615.219156866567,409,2079,1334,540,1874
"621",2022,4,"MN",1201.73333333333,1057,239.001036060715,936,1589,250,1057,1307
"622",2022,4,"MO",1147.12,1148,235.687526186686,738,1499,396,967,1363
"623",2022,4,"MS",888,888,0,888,888,0,888,888
"624",2022,4,"MT",908,908,0,908,908,0,908,908
"625",2022,4,"NC",982.063829787234,617,746.136961557598,255,2400,860.5,494,1354.5
"626",2022,4,"ND",1225,1225,0,1225,1225,0,1225,1225
"627",2022,4,"NE",1182.8,1113.5,184.126043785229,1025,1433,344.25,1028,1372.25
"628",2022,4,"NJ",998,998,NA,998,998,0,998,998
"629",2022,4,"NM",1114.60869565217,896,533.219956246135,328,1861,993,677,1670
"630",2022,4,"NV",1266.66666666667,1984,979.691945303373,192,2282,1938,236,2174
"631",2022,4,"NY",1242.69117647059,1063,857.396947071699,222,2619,1863,326,2189
"632",2022,4,"OH",1167.23387096774,990,647.251400735448,314,2187,1300.75,599.25,1900
"633",2022,4,"OK",1093.25,1180,173.5,833,1180,86.75,1093.25,1180
"634",2022,4,"OR",1012.18181818182,763.5,680.672261277575,471,2497,307.75,614.5,922.25
"635",2022,4,"PA",1443.06666666667,970,917.260787552238,210,2521,1376,878,2254
"636",2022,4,"SC",797.90243902439,643,553.441361161146,399,2206,288,472,760
"637",2022,4,"TN",867.891891891892,787,392.007425084425,464,1969,390,612,1002
"638",2022,4,"TX",1048.42671009772,1102,431.367695319532,148,1944,657,733,1390
"639",2022,4,"UT",1325.71428571429,1865,679.827604197249,599,1888,1266,599,1865
"640",2022,4,"VA",1168.86666666667,722,916.692257651441,324,2449,1837,493,2330
"641",2022,4,"VT",341,266,93.5414346693485,266,441,175,266,441
"642",2022,4,"WA",1628.5,1734,814.771308843338,790,2520,1545,790,2335
"643",2022,4,"WI",829.928571428571,777,210.971549042743,641,1460,42,777,819
"644",2023,1,"AL",691.111111111111,641,144.30844779352,459,902,259.75,587.25,847
"645",2023,1,"AR",1159,1159,0,1159,1159,0,1159,1159
"646",2023,1,"AZ",1168.03571428571,1034,583.444020110905,304,1999,1182.25,651,1833.25
"647",2023,1,"CA",1589.34117647059,1756,797.861801320557,263,2510,1583.5,746.5,2330
"648",2023,1,"CO",1250.29166666667,1491,448.592121914743,551,1810,838.5,833,1671.5
"649",2023,1,"CT",1568.38461538462,1194,930.464806647869,325,2527,1460,1067,2527
"650",2023,1,"DC",883,883,0,883,883,0,883,883
"651",2023,1,"FL",1301.42753623188,1102,676.899585946985,192,2724,1017.25,846,1863.25
"652",2023,1,"GA",978.243243243243,731,590.709949759393,406,2139,375,577,952
"653",2023,1,"IA",1229.8125,1252,199.40719437038,910,1447,320,1127,1447
"654",2023,1,"ID",755.916666666667,688,259.271166693846,523,1282,102.25,646.75,749
"655",2023,1,"IL",967.84375,802,500.661097399048,235,1855,682.25,622,1304.25
"656",2023,1,"IN",1198.09523809524,1020,574.306878311753,516,1943,1113,701,1814
"657",2023,1,"KY",688.166666666667,699,139.571313367581,495,910,81,648,729
"658",2023,1,"LA",1273.07142857143,1218,400.299015984054,488,1911,226.5,1053,1279.5
"659",2023,1,"MA",1310.21546961326,1142,791.667756478847,209,2704,1132,632,1764
"660",2023,1,"ME",493,493,0,493,493,0,493,493
"661",2023,1,"MI",1239.525,1118.5,594.290483556782,409,2079,1218,656,1874
"662",2023,1,"MN",1201.73333333333,1057,239.001036060715,936,1589,250,1057,1307
"663",2023,1,"MO",1147.12,1148,235.687526186686,738,1499,396,967,1363
"664",2023,1,"MS",888,888,0,888,888,0,888,888
"665",2023,1,"MT",1127.9375,908,462.961836980112,807,1902,295.5,861,1156.5
"666",2023,1,"NC",973.583333333333,608,740.491292730663,255,2400,644.75,500.5,1145.25
"667",2023,1,"ND",1159.5,1159.5,75.632885263841,1094,1225,131,1094,1225
"668",2023,1,"NE",1182.8,1113.5,184.126043785229,1025,1433,344.25,1028,1372.25
"669",2023,1,"NJ",955.5,955.5,60.1040764008565,913,998,42.5,934.25,976.75
"670",2023,1,"NM",1114.60869565217,896,533.219956246135,328,1861,993,677,1670
"671",2023,1,"NV",1266.66666666667,1984,979.691945303373,192,2282,1938,236,2174
"672",2023,1,"NY",1255.79057591623,1069,889.324390591078,222,2608,1878.5,325,2203.5
"673",2023,1,"OH",1181.5,990,643.636649332243,314,2187,1274,626,1900
