"","year","quarter","statecode1","mean.passengers","median.passengers","sd.passengers","min.passengers","max.passengers","iqr.passengers","q1.passengers","q3.passengers"
"328",2021,1,"IL",216.058823529412,94.5,305.749225848168,0,1439,199.25,33,232.25
"329",2021,1,"IN",107.52,59,136.510414743101,3,553,106,21,127
"330",2021,1,"KY",73,69.5,33.2198066754693,31,133,43.25,47.5,90.75
"331",2021,1,"LA",101.692307692308,74,73.1452716806136,3,212,127,46,173
"332",2021,1,"MA",103.679487179487,18.5,213.010646021378,0,1313,93,7,100
"333",2021,1,"ME",45.5,45.5,51.618795026618,9,82,36.5,27.25,63.75
"334",2021,1,"MI",214.228571428571,96,329.984855776772,1,1464,183.5,22.5,206
"335",2021,1,"MN",299.538461538462,113,549.336359526143,1,1883,123,24,147
"336",2021,1,"MO",96.8928571428571,58.5,117.099938098385,0,502,94.25,23.75,118
"337",2021,1,"MT",44.8947368421053,39,40.2559791788639,0,130,55.5,8,63.5
"338",2021,1,"NC",127.139534883721,62,135.386498130238,0,424,200.5,24.5,225
"339",2021,1,"ND",109.333333333333,102.5,73.655051874713,8,223,69.25,73.5,142.75
"340",2021,1,"NE",114,34,178.587980185304,13,510,58.5,31,89.5
"341",2021,1,"NJ",96,96,NA,96,96,0,96,96
"342",2021,1,"NM",63.0625,40,63.621242521661,7,258,70.5,24.25,94.75
"343",2021,1,"NV",288.217391304348,288,231.959431508211,1,795,334,107,441
"344",2021,1,"NY",115.092715231788,21,242.764641878875,0,1565,95.5,2,97.5
"345",2021,1,"OH",94.4736842105263,38.5,127.275897830687,0,581,112.75,8,120.75
"346",2021,1,"OK",75.75,40,86.0750641397767,19,204,47.75,34,81.75
"347",2021,1,"OR",64.7619047619048,48,66.756201780737,1,227,80,15,95
"348",2021,1,"PA",182.777777777778,66,220.834654084101,14,660,306,23,329
"349",2021,1,"SC",55.2727272727273,43,52.5626249863394,0,188,64,10,74
"350",2021,1,"SD",41,41,16.9705627484771,29,53,12,35,47
"351",2021,1,"TN",89.7878787878788,64,95.3115803482706,0,375,111,19,130
"352",2021,1,"TX",148.531353135314,88,179.128551384224,0,1322,157,38,195
"353",2021,1,"UT",220.428571428571,205,73.0361945495911,136,301,131.5,159.5,291
"354",2021,1,"VA",60.3636363636364,24,66.1593118574743,4,190,89.5,7,96.5
"355",2021,1,"WA",138.714285714286,135,81.1638554319066,59,301,64,87,151
"356",2021,1,"WI",147.8,79.5,184.35340457333,9,534,96.25,31.5,127.75
"357",2021,1,"WY",31.3333333333333,14,37.0438928839829,1,95,62,3,65
"358",2021,2,"AL",73.4230769230769,59.5,60.3994523663406,1,222,80.25,25,105.25
"359",2021,2,"AR",38,24,43.5430821141545,8,114,20,12,32
"360",2021,2,"AZ",541.51724137931,437,627.275379301493,10,3122,526,130,656
"361",2021,2,"CA",267.475095785441,65,511.702456692448,0,4822,216,23,239
"362",2021,2,"CO",514.757575757576,398,516.2935835297,1,2266,677,71,748
"363",2021,2,"CT",170.066666666667,115,208.290822329422,5,655,205.5,21,226.5
"364",2021,2,"DC",272.666666666667,321,121.911169846464,134,363,114.5,227.5,342
"365",2021,2,"FL",379.427536231884,173.5,540.41397875453,0,3000,385.75,76,461.75
"366",2021,2,"GA",832.684210526316,674.5,791.578071656699,4,2834,1155.25,132.75,1288
"367",2021,2,"IA",91.2727272727273,88,87.6927487413764,6,324,77.5,28.5,106
"368",2021,2,"ID",158.5,129.5,148.143971742479,25,468,127.25,45.5,172.75
"369",2021,2,"IL",426.776223776224,194,571.405006948593,0,3129,397,88.5,485.5
"370",2021,2,"IN",189.958333333333,124.5,197.026698514532,1,744,166,58.75,224.75
"371",2021,2,"KY",98.3125,88.5,82.369669782026,0,281,129.5,28,157.5
"372",2021,2,"LA",214.571428571429,220.5,156.210762106208,0,437,237,88.75,325.75
"373",2021,2,"MA",224.316384180791,44,415.883549332062,0,2714,213,18,231
"374",2021,2,"ME",105,115,45.8257569495584,55,145,45,85,130
"375",2021,2,"MI",290.589743589744,127,405.162587114483,1,1420,329,33,362
"376",2021,2,"MN",439.5,311,579.179891013013,0,2183,416,51.25,467.25
"377",2021,2,"MO",189.321428571429,126.5,182.286110799688,0,664,224.75,62.75,287.5
"378",2021,2,"MT",55.5714285714286,32,57.4771176001289,4,167,60,16.5,76.5
"379",2021,2,"NC",260.347826086957,110.5,284.811845679939,1,967,416.5,40.25,456.75
"380",2021,2,"ND",120.5,120.5,106.773123959169,45,196,75.5,82.75,158.25
"381",2021,2,"NE",126,51.5,161.51780087656,34,550,124,37.75,161.75
"382",2021,2,"NJ",173,173,NA,173,173,0,173,173
"383",2021,2,"NM",107.208333333333,89,99.5100952565669,0,386,98.25,45.5,143.75
"384",2021,2,"NV",635.458333333333,615,537.68343516355,1,1892,820,176.75,996.75
"385",2021,2,"NY",199.52,36,454.96628579053,0,3334,151.25,3,154.25
"386",2021,2,"OH",157.234375,62,194.65193989964,0,879,224,13.75,237.75
"387",2021,2,"OK",135,103.5,113.815640401484,39,294,115.5,61.5,177
"388",2021,2,"OR",158.105263157895,116,195.134396630984,1,741,171,24,195
"389",2021,2,"PA",308.75,124.5,370.399078390764,22,1166,512.5,52.25,564.75
"390",2021,2,"SC",114.122448979592,67,127.676941381536,1,553,145,13,158
"391",2021,2,"TN",159.52380952381,102,193.765540757725,0,833,188.25,16.75,205
"392",2021,2,"TX",294.369636963696,176,348.563868180368,0,2545,309.5,78,387.5
"393",2021,2,"UT",303.571428571429,268,121.360148789814,162,505,129,233,362
"394",2021,2,"VA",110.090909090909,62,113.719351515434,12,313,145.5,13.5,159
"395",2021,2,"WA",445.75,420,119.324138379458,338,605,137.25,364.25,501.5
"396",2021,2,"WI",150.545454545455,72,201.18914664383,2,622,174,9,183
"397",2021,2,"WV",79,79,107.480230740355,3,155,76,41,117
"398",2021,3,"AL",83.1153846153846,71.5,63.4963475630383,1,214,103.25,26.5,129.75
"399",2021,3,"AR",45.6,30,55.1434492936378,4,142,16,18,34
"400",2021,3,"AZ",570.925925925926,437,622.286783128037,10,2902,598,121,719
"401",2021,3,"CA",327.072463768116,75,646.277403289512,0,6175,294,23.5,317.5
"402",2021,3,"CO",659.805555555556,528.5,659.756917116099,2,2449,1047,64.5,1111.5
"403",2021,3,"CT",206.866666666667,153,205.911169011808,10,585,337.5,30,367.5
"404",2021,3,"DC",221,276,103.155222844023,102,285,91.5,189,280.5
"405",2021,3,"FL",382.022727272727,191,545.732429836922,0,3090,350,73.5,423.5
"406",2021,3,"GA",928.526315789474,785.5,866.449534933258,2,2897,1244.5,182.25,1426.75
"407",2021,3,"IA",86.0714285714286,76,67.5476632696262,7,249,93.25,33.75,127
"408",2021,3,"ID",153.055555555556,94,152.371632461836,2,575,172,43,215
"409",2021,3,"IL",537.097902097902,262,707.861312853729,1,4041,437,133.5,570.5
"410",2021,3,"IN",208.045454545455,138.5,185.567206994362,1,630,197.5,78.25,275.75
"411",2021,3,"KY",108.692307692308,107,94.5148882587506,1,274,144,13,157
"412",2021,3,"LA",194.785714285714,192,151.314841699951,0,472,191.25,77.5,268.75
"413",2021,3,"MA",280.513089005236,58,518.700936638716,0,3147,227,24,251
"414",2021,3,"ME",205.666666666667,205,59.0028247911346,147,265,59,176,235
"415",2021,3,"MI",288.720930232558,129,382.11568465094,1,1539,361.5,36,397.5
"416",2021,3,"MN",530.357142857143,499.5,525.785069738995,0,1861,668,76.75,744.75
"417",2021,3,"MO",210.25,153.5,184.213166578127,1,667,285.75,45.25,331
"418",2021,3,"MS",61.3333333333333,68,43.3858655939159,15,101,43,41.5,84.5
"419",2021,3,"MT",73.56,34,79.2570081023333,0,244,126,18,144
"420",2021,3,"NC",268.980392156863,131,302.655083565175,1,1196,437.5,41,478.5
"421",2021,3,"ND",109,109,103.237590053236,36,182,73,72.5,145.5
"422",2021,3,"NE",120,57.5,131.306257784362,28,447,107,43.25,150.25
"423",2021,3,"NM",135.185185185185,125,128.620203293093,0,572,137,45.5,182.5
"424",2021,3,"NV",756.777777777778,544,736.22688462255,0,2713,1106,76,1182
"425",2021,3,"NY",235.857142857143,45,551.870877659318,0,4326,172,5,177
"426",2021,3,"OH",170.029197080292,82,200.653782216366,0,891,257,13,270
"427",2021,3,"OK",138.5,127.5,99.3461960352115,39,260,128,69,197
"428",2021,3,"OR",180.36,66,255.578409364589,1,1112,184,20,204
"429",2021,3,"PA",344,136.5,389.763797936415,19,1151,524.25,73,597.25
"430",2021,3,"SC",152.214285714286,100,158.600208487896,1,661,203,19.75,222.75
"431",2021,3,"TN",199.810810810811,141,246.575415310277,0,1062,165,28,193
"432",2021,3,"TX",340.803333333333,195,403.142544301195,0,2541,346,86.5,432.5
"433",2021,3,"UT",383.285714285714,354,147.717877823138,214,658,121.5,303.5,425
"434",2021,3,"VA",127.888888888889,23,149.160521288681,14,374,175,16,191
"435",2021,3,"VT",58.6666666666667,63,55.6267321827674,1,112,55.5,32,87.5
"436",2021,3,"WA",629.25,607,115.092354220426,521,782,129.75,553.25,683
"437",2021,3,"WI",113.75,67,145.858213416498,0,572,138,9.75,147.75
"438",2021,3,"WY",54.5,17.5,69.6997529088558,0,183,73.5,4.5,78
"439",2021,4,"AL",108.04347826087,113,82.1254463172428,6,259,138,33.5,171.5
"440",2021,4,"AR",45.1,26,56.3667553715052,1,175,54.25,5.75,60
"441",2021,4,"AZ",556.441176470588,412.5,666.382372314805,0,3193,705.25,61.25,766.5
"442",2021,4,"CA",368.389312977099,84.5,683.850716076021,0,6245,374.75,31,405.75
"443",2021,4,"CO",692.142857142857,506,718.812056875261,7,2872,989.5,63.5,1053
"444",2021,4,"CT",188.611111111111,154,199.25010558382,0,645,223.5,25.5,249
"445",2021,4,"DC",363.666666666667,349,205.393119001911,166,576,205,257.5,462.5
"446",2021,4,"FL",432.441176470588,222,587.801084579367,0,3076,418.75,81.5,500.25
"447",2021,4,"GA",994.486486486486,875,898.711040621253,7,3393,1384,224,1608
"448",2021,4,"IA",84.75,43,87.2173530134151,5,330,115,22,137
"449",2021,4,"ID",200.333333333333,179,171.63085828356,30,544,155.75,71,226.75
"450",2021,4,"IL",557.340909090909,285.5,725.824867206722,1,3994,509.5,120,629.5
"451",2021,4,"IN",261.428571428571,181,221.930297938017,7,662,342,59,401
"452",2021,4,"KY",149.384615384615,164,113.54407254567,5,341,159,44,203
"453",2021,4,"LA",300.285714285714,306,238.377989617469,0,711,369.25,97.25,466.5
"454",2021,4,"MA",299.118279569892,54,537.359678215773,0,2865,283.5,19,302.5
"455",2021,4,"ME",137,164,54.744862772684,74,173,49.5,119,168.5
"456",2021,4,"MI",341.756097560976,130,446.596673772197,4,1475,481,44,525
"457",2021,4,"MN",540.933333333333,258,649.245437485115,4,2450,772,55.5,827.5
"458",2021,4,"MO",254.08,189,227.189333669812,10,785,327,72,399
"459",2021,4,"MS",73.6666666666667,90,52.4436205208349,15,116,50.5,52.5,103
"460",2021,4,"MT",58.2,16,84.1439243201789,6,206,33,15,48
"461",2021,4,"NC",320.46,166.5,350.353652815004,2,1388,495.5,41.75,537.25
"462",2021,4,"ND",135,118.5,102.563801281609,38,265,129.5,62,191.5
"463",2021,4,"NE",172,62,222.515168022317,30,648,153,39.5,192.5
"464",2021,4,"NM",162.695652173913,156,147.55474632168,3,620,129.5,67.5,197
"465",2021,4,"NV",743.703703703704,555,691.477171035081,0,2251,985.5,104.5,1090
"466",2021,4,"NY",278.238095238095,77.5,583.497965766609,0,4041,216,11,227
"467",2021,4,"OH",190.393442622951,99.5,208.133680713993,0,837,300.5,16,316.5
"468",2021,4,"OK",172,184,118.061424690709,46,341,139,75,214
"469",2021,4,"OR",207.590909090909,147,266.772358654324,2,1113,170,47.5,217.5
"470",2021,4,"PA",332.384615384615,72,422.470420751863,44,1274,453,57,510
"471",2021,4,"SC",133.86,96,142.576153657744,2,579,163.25,22.75,186
"472",2021,4,"TN",230.341463414634,141,279.438419849177,2,1231,193,43,236
"473",2021,4,"TX",370.059602649007,207.5,433.149191791169,0,2666,390,96.5,486.5
"474",2021,4,"UT",387.142857142857,336,153.911693915081,208,668,159,295,454
"475",2021,4,"VA",140.888888888889,34,149.071664346753,12,374,251,13,264
"476",2021,4,"VT",67.5,74.5,43.3439730527786,2,112,60.75,41.5,102.25
"477",2021,4,"WA",521.5,563,95.2662934445687,380,580,69.5,507.5,577
"478",2021,4,"WI",155.736842105263,99,187.081337659813,1,757,200.5,11,211.5
"479",2022,1,"AL",86.28,95,66.1774886196205,4,201,115,24,139
"480",2022,1,"AR",41.75,17,60.8515954323851,2,131,51.75,3.5,55.25
"481",2022,1,"AZ",556.393939393939,394,660.721146711774,1,3100,700,75,775
"482",2022,1,"CA",316.217054263566,70.5,582.412839273005,0,5040,316.25,24,340.25
"483",2022,1,"CO",521.510638297872,185,679.92208224755,0,3188,726,34.5,760.5
"484",2022,1,"CT",193.142857142857,109,227.200642314523,3,677,268,14,282
"485",2022,1,"DC",405,345,301.511193822054,138,732,297,241.5,538.5
"486",2022,1,"FL",459.73381294964,237,639.766540022575,1,3505,463.5,83.5,547
"487",2022,1,"GA",783.552631578947,585,748.230622684355,0,2559,1168,137.75,1305.75
"488",2022,1,"IA",108.6,104,95.2521465824862,5,369,95.5,36.5,132
"489",2022,1,"ID",173.5,140,162.887300693678,28,522,147.75,51.5,199.25
"490",2022,1,"IL",502.904761904762,246.5,689.536765413667,0,3124,500.5,88,588.5
"491",2022,1,"IN",226.391304347826,161,236.024024033463,4,782,301,33,334
"492",2022,1,"KY",123.846153846154,158,97.2461191632226,5,291,161,33,194
"493",2022,1,"LA",328.384615384615,364,238.801011465452,9,738,367,110,477
"494",2022,1,"MA",256.540983606557,39,485.605317526503,0,2991,231.5,14,245.5
"495",2022,1,"ME",104.333333333333,118.5,61.8115415328454,31,184,89.25,50.25,139.5
"496",2022,1,"MI",335.6,125,481.606968175162,1,1793,351,23.5,374.5
"497",2022,1,"MN",520.333333333333,190,811.056600690611,3,3054,411,107,518
"498",2022,1,"MO",215.44,117,213.981712614264,6,795,243,62,305
"499",2022,1,"MT",75.6666666666667,64,67.0215066448165,2,208,99.5,17,116.5
"500",2022,1,"NC",280.428571428571,197,274.870092851607,4,922,429.5,40.25,469.75
"501",2022,1,"ND",167.25,155,119.875977576827,49,310,162.75,79.75,242.5
"502",2022,1,"NE",168.857142857143,50,233.109007813532,19,676,132.5,43,175.5
"503",2022,1,"NJ",103,103,66.4680374315355,56,150,47,79.5,126.5
"504",2022,1,"NM",131.608695652174,108,126.002070376365,2,481,87,56.5,143.5
"505",2022,1,"NV",674.964285714286,513.5,655.538426262625,0,2183,957.25,59.75,1017
"506",2022,1,"NY",268.269841269841,71,555.268332861897,0,4157,193,9,202
"507",2022,1,"OH",189.410256410256,88,242.089793609234,0,1237,279,14,293
"508",2022,1,"OK",128.25,103,119.148017188705,24,283,150.25,40.5,190.75
"509",2022,1,"OR",158.045454545455,92.5,199.704895920319,1,817,139,41.5,180.5
"510",2022,1,"PA",310.846153846154,52,462.920051800496,24,1578,518,40,558
"511",2022,1,"SC",124.666666666667,99,123.299023202972,1,451,166.5,23,189.5
"512",2022,1,"TN",200.27027027027,118,248.573893400897,0,1019,224,25,249
"513",2022,1,"TX",322.099656357388,204,384.599604201052,1,2428,339,73.5,412.5
"514",2022,1,"UT",454.142857142857,403,164.169047601782,241,752,109.5,391,500.5
"515",2022,1,"VA",125.666666666667,14,142.81018871215,10,387,219,13,232
"516",2022,1,"VT",46.75,56.5,32.5512416557853,0,74,26.75,38.25,65
"517",2022,1,"WA",347,346,107.419737478733,234,487,164,252,416
"518",2022,1,"WI",163.277777777778,88,247.655312066532,1,949,161.75,8,169.75
"519",2022,1,"WY",54.5555555555556,15,72.2601396191412,1,184,68,4,72
"520",2022,2,"AL",112.391304347826,101,90.2757085672123,7,257,156,27,183
"521",2022,2,"AR",63.5833333333333,27.5,83.9994137786182,0,259,68.25,5.5,73.75
"522",2022,2,"AZ",616.4375,393.5,694.914798096071,0,3086,832,87.75,919.75
"523",2022,2,"CA",427.96511627907,94,773.031358528659,0,6439,437.25,32.5,469.75
"524",2022,2,"CO",837.060606060606,730,810.695223997355,0,3252,1064,125,1189
"525",2022,2,"CT",220.466666666667,212,210.139364187085,4,618,316.5,23,339.5
"526",2022,2,"DC",374,316,333.80083882459,73,733,330,194.5,524.5
"527",2022,2,"FL",540.04,301,704.69252503394,1,3249,551,104,655
"528",2022,2,"GA",1113.89473684211,886.5,1031.96063169917,7,4044,1743.5,218.5,1962
"529",2022,2,"IA",91.9473684210526,78,82.5863007769654,0,308,132.5,20,152.5
"530",2022,2,"ID",202.5,195,165.298680715104,16,549,179.75,65.75,245.5
"531",2022,2,"IL",628.507042253521,298.5,843.796543209934,0,5189,558,149,707
"532",2022,2,"IN",297.47619047619,253,241.947022930149,9,709,378,78,456
"533",2022,2,"KY",171.583333333333,185,142.013096920565,6,428,211.25,47,258.25
"534",2022,2,"LA",427.714285714286,433,345.775033260607,0,915,610.25,133.5,743.75
"535",2022,2,"MA",367.267015706806,58,674.600557765771,0,3550,416,19,435
"536",2022,2,"ME",169.666666666667,211,86.7313860913875,70,228,79,140.5,219.5
"537",2022,2,"MI",394.564102564103,141,509.319917809487,3,1644,682,39,721
"538",2022,2,"MN",596.466666666667,409,634.687534670933,7,2277,877,48.5,925.5
"539",2022,2,"MO",306.24,222,276.074911331448,5,820,427,90,517
"540",2022,2,"MS",85.6666666666667,115,60.5832760201471,16,126,55,65.5,120.5
"541",2022,2,"MT",65.125,30,68.0240241175341,12,173,69,21.25,90.25
"542",2022,2,"NC",361.755102040816,185,399.142076344807,0,1665,622,44,666
"543",2022,2,"ND",119,119,91.9238815542512,54,184,65,86.5,151.5
"544",2022,2,"NE",156.7,72.5,181.987209562772,37,598,108.25,50.5,158.75
"545",2022,2,"NJ",214,214,179.605122421383,87,341,127,150.5,277.5
"546",2022,2,"NM",183.130434782609,147,160.924122251854,1,651,153.5,78.5,232
"547",2022,2,"NV",949.777777777778,649,899.388567234315,0,3016,1453.5,100,1553.5
"548",2022,2,"NY",327.234449760766,100,681.550577698643,0,4670,269,10,279
"549",2022,2,"OH",231.207692307692,120,280.623190656382,0,1628,348.25,17.25,365.5
"550",2022,2,"OK",182.75,184.5,149.024326873165,35,327,237.25,65,302.25
"551",2022,2,"OR",227.32,155,312.796888305068,0,1334,180,36,216
"552",2022,2,"PA",394.466666666667,142,505.360248686401,17,1710,480,71,551
"553",2022,2,"SC",182.695652173913,118,203.734235334523,1,718,221.5,23.75,245.25
"554",2022,2,"TN",281.74358974359,171,364.916192105062,1,1774,284.5,47.5,332
"555",2022,2,"TX",432.079037800687,261,509.37850293149,0,2997,488.5,92,580.5
"556",2022,2,"UT",463.142857142857,420,182.91658260113,237,756,217.5,348.5,566
"557",2022,2,"VA",143.555555555556,41,153.134019008768,11,423,231,17,248
"558",2022,2,"VT",76,82,55.9732078766261,0,148,77,37,114
"559",2022,2,"WA",403.875,377,331.844385862668,7,925,502.75,152,654.75
"560",2022,2,"WI",198.466666666667,181,206.878800497388,0,673,306,8,314
"561",2022,3,"AL",107.545454545455,93,87.4418050137877,8,262,154.25,27.5,181.75
"562",2022,3,"AR",55.6923076923077,28,76.0826136680655,3,234,30,8,38
"563",2022,3,"AZ",605.821428571429,423.5,621.50921768865,7,2710,680.5,159,839.5
"564",2022,3,"CA",420.748031496063,99,758.667705421204,0,6049,411.75,36.25,448
"565",2022,3,"CO",855.333333333333,771,798.10156256373,0,2961,1089,129,1218
"566",2022,3,"CT",176.625,176,154.283667314463,6,423,244.75,31.75,276.5
"567",2022,3,"DC",274.666666666667,242,266.505784802757,26,556,265,134,399
"568",2022,3,"FL",505.794642857143,298,661.797581235835,0,3171,493.25,101.5,594.75
"569",2022,3,"GA",1049.57894736842,839,963.637075105447,9,3966,1611.75,220.75,1832.5
"570",2022,3,"IA",90.8888888888889,96,67.3226549482494,9,213,118.75,23.75,142.5
"571",2022,3,"ID",209.642857142857,235.5,146.014017842786,17,466,216,66.75,282.75
"572",2022,3,"IL",642.442857142857,319,827.793524384771,0,5329,596,168.5,764.5
"573",2022,3,"IN",263.714285714286,216,202.1205439477,7,579,338,80,418
"574",2022,3,"KY",149.583333333333,154,119.432337887749,7,348,182,44,226
"575",2022,3,"LA",366.076923076923,340,284.08873658843,13,931,415,141,556
"576",2022,3,"MA",342.838235294118,70.5,627.934410547455,0,3410,313.75,24,337.75
"577",2022,3,"ME",137.714285714286,101,107.507696291497,0,285,137,76,213
"578",2022,3,"MI",373.384615384615,165,460.385857354265,5,1661,623,42.5,665.5
"579",2022,3,"MN",677.153846153846,805,567.566713575571,8,1737,816,159,975
"580",2022,3,"MO",290.56,200,265.425614187227,7,833,356,89,445
"581",2022,3,"MS",72.3333333333333,100,50.5404128726046,14,103,44.5,57,101.5
"582",2022,3,"MT",76.695652173913,41,80.8463384129585,0,235,66.5,19,85.5
"583",2022,3,"NC",324.75,209,359.935118063918,1,1527,500,41.75,541.75
"584",2022,3,"ND",115.5,115.5,84.1457069611992,56,175,59.5,85.75,145.25
"585",2022,3,"NE",140.4,69,141.477285181128,37,465,105.5,51.5,157
"586",2022,3,"NJ",250.666666666667,216,162.792301210264,108,428,160,162,322
"587",2022,3,"NM",172.153846153846,156.5,152.929445773583,2,639,162.25,63.5,225.75
"588",2022,3,"NV",938.851851851852,665,913.057656941929,1,3246,1371.5,111,1482.5
"589",2022,3,"NY",325.039408866995,109,669.504463138242,0,4700,260,14,274
"590",2022,3,"OH",214.484375,114,242.671807289495,0,1224,346.75,12,358.75
"591",2022,3,"OK",165.5,177.5,129.837077395737,26,281,204,69.5,273.5
"592",2022,3,"OR",242.833333333333,140,321.239673042157,1,1183,183.5,56.5,240
"593",2022,3,"PA",331.133333333333,128,387.675834146201,12,1322,359,72.5,431.5
"594",2022,3,"SC",188.609756097561,125,191.692446127747,5,715,218,32,250
"595",2022,3,"TN",276.416666666667,168,365.553074121939,1,1831,287,35.25,322.25
"596",2022,3,"TX",412.681660899654,245,487.164816084418,0,2850,460,95,555
"597",2022,3,"UT",428.285714285714,402,186.407898872083,225,743,243,285.5,528.5
"598",2022,3,"VA",117.5,26,134.167948711823,7,414,192,11.75,203.75
"599",2022,3,"VT",95.8888888888889,110,80.8199301602712,0,221,154,4,158
"600",2022,3,"WA",263.4,116,319.848356926484,1,1046,427.5,18.5,446
"601",2022,3,"WI",175.411764705882,148,158.131297828549,6,487,253,27,280
"602",2022,3,"WY",63.5,69,55.578772926361,5,111,89.5,21.5,111
"603",2022,4,"AL",121.478260869565,128,95.2794309411759,6,274,181.5,29,210.5
"604",2022,4,"AR",63.125,36,76.8866280404374,3,219,76.25,6.5,82.75
"605",2022,4,"AZ",661.322580645161,468,694.485679578625,0,3059,850.5,110.5,961
"606",2022,4,"CA",431.468253968254,105.5,765.544783615722,0,6128,442.25,35.75,478
"607",2022,4,"CO",851.212121212121,725,843.240577977889,0,3457,1139,140,1279
"608",2022,4,"CT",196.277777777778,188,171.432307187742,5,621,236.5,42.25,278.75
"609",2022,4,"DC",414.333333333333,376,354.059787794849,81,786,352.5,228.5,581
"610",2022,4,"FL",500.151515151515,248,704.865982441906,0,3663,508.25,78.5,586.75
"611",2022,4,"GA",1106.86842105263,866.5,1015.37513161134,3,3824,1847.25,206.5,2053.75
"612",2022,4,"IA",91.1875,90,83.8953465137767,5,325,103.75,23.25,127
"613",2022,4,"ID",237,232.5,178.813259626298,43,636,189.25,89.25,278.5
"614",2022,4,"IL",621.737588652482,308,829.601570853573,1,4721,574,129,703
"615",2022,4,"IN",294.714285714286,251,245.570385604035,7,703,448,74,522
"616",2022,4,"KY",154.166666666667,159.5,123.547439054679,5,358,183,52.75,235.75
"617",2022,4,"LA",422.142857142857,483.5,342.238076635112,0,1042,513.5,109.75,623.25
"618",2022,4,"MA",370.065934065934,69,659.177577365621,0,3661,412.75,22.25,435
"619",2022,4,"ME",163.333333333333,189,67.2780300940309,87,214,63.5,138,201.5
"620",2022,4,"MI",387.048780487805,152,498.374956795559,1,1608,541,54,595
"621",2022,4,"MN",603.4,465,643.423965981995,2,2398,854,105,959
"622",2022,4,"MO",299.32,203,272.473350378834,6,860,325,90,415
"623",2022,4,"MS",83.3333333333333,93,63.0581741991737,16,141,62.5,54.5,117
"624",2022,4,"MT",53.8,25,64.0054685163698,11,166,25,21,46
"625",2022,4,"NC",389.36170212766,262,404.578063920593,6,1788,559.5,61.5,621
"626",2022,4,"ND",176.5,176.5,147.785317267988,72,281,104.5,124.25,228.75
"627",2022,4,"NE",156,62.5,189.414888538362,30,631,146.25,40.75,187
"628",2022,4,"NJ",282,282,NA,282,282,0,282,282
"629",2022,4,"NM",183.521739130435,173,151.320811993237,2,597,135,90,225
"630",2022,4,"NV",926.259259259259,677,856.404855400339,1,2885,1326,132.5,1458.5
"631",2022,4,"NY",337.137254901961,100,686.327609075738,0,4710,273.5,11,284.5
"632",2022,4,"OH",223.983870967742,131.5,259.257695321215,0,1480,350.5,16.5,367
"633",2022,4,"OK",182.25,183.5,141.996185394773,42,320,226.25,69.75,296
"634",2022,4,"OR",242.227272727273,145.5,306.779885697218,0,1203,134.75,76.25,211
"635",2022,4,"PA",367.266666666667,101,476.215957413481,15,1501,394,75.5,469.5
"636",2022,4,"SC",171.317073170732,138,175.606867608358,5,733,200,26,226
"637",2022,4,"TN",296.486486486487,168,371.027598675596,0,1686,324,47,371
"638",2022,4,"TX",420.524429967427,244,514.377199935019,0,3177,458,95,553
"639",2022,4,"UT",413.714285714286,392,166.944815518696,209,696,209.5,295,504.5
"640",2022,4,"VA",110.866666666667,26,136.16159867004,0,422,203,5.5,208.5
"641",2022,4,"VT",85.8571428571429,95,67.703836847032,0,178,92,36,128
"642",2022,4,"WA",361.25,349,293.617219230364,7,859,377.5,158.75,536.25
"643",2022,4,"WI",200.428571428571,218.5,177.331377884506,6,613,294.25,16,310.25
"644",2023,1,"AL",121.944444444444,124,87.1155231809175,5,276,133.25,42.25,175.5
"645",2023,1,"AR",55,28.5,73.8782782690555,2,161,72,5.75,77.75
"646",2023,1,"AZ",743.178571428571,524,737.317362373315,0,3261,812.25,208.5,1020.75
"647",2023,1,"CA",380.639215686274,90,681.193813135807,0,5320,407,29,436
"648",2023,1,"CO",566.958333333333,197.5,755.502199000794,0,3363,811.75,25.75,837.5
"649",2023,1,"CT",248.538461538462,222,222.690224072445,5,751,285,60,345
"650",2023,1,"DC",521.333333333333,446,492.341683522057,71,1047,488,258.5,746.5
"651",2023,1,"FL",528.905797101449,240,744.16043800003,3,3797,597.25,97.5,694.75
"652",2023,1,"GA",974.432432432432,754,917.794292509691,7,3307,1448,177,1625
"653",2023,1,"IA",112.5625,85.5,98.6339824806846,6,379,121,30,151
"654",2023,1,"ID",210.166666666667,184.5,181.058922269336,34,665,156,71.75,227.75
"655",2023,1,"IL",576.2109375,299,759.109171781358,0,3606,524.5,102,626.5
"656",2023,1,"IN",283.47619047619,191,273.301961033509,5,841,370,52,422
"657",2023,1,"KY",144.666666666667,191,108.41279137322,5,314,169,40.5,209.5
"658",2023,1,"LA",392.285714285714,439,334.44567882978,0,999,451,87.25,538.25
"659",2023,1,"MA",332.988950276243,48,626.291155125423,1,4007,321,17,338
"660",2023,1,"ME",107.333333333333,120,51.1891915674914,51,151,50,85.5,135.5
"661",2023,1,"MI",387.85,146,543.361028867831,2,2082,399.5,44,443.5
"662",2023,1,"MN",588.6,276,853.004002670227,2,3333,599,117.5,716.5
"663",2023,1,"MO",272.88,187,266.058627624314,3,1077,334,69,403
"664",2023,1,"MS",69,98,51.9711458407451,9,100,45.5,53.5,99
"665",2023,1,"MT",82.1875,73,69.1772783024407,3,215,97,20,117
"666",2023,1,"NC",321.208333333333,164.5,354.514109093135,0,1531,468,44,512
