"","year","quarter","statecode1","mean.passengers","median.passengers","sd.passengers","min.passengers","max.passengers","iqr.passengers","q1.passengers","q3.passengers"
"667",2023,1,"ND",179,185.5,132.717745610751,20,325,159.5,102.5,262
"668",2023,1,"NE",154.5,74,208.642836764969,23,711,136.75,33,169.75
"669",2023,1,"NJ",195.5,195.5,0.707106781186548,195,196,0.5,195.25,195.75
"670",2023,1,"NM",146.434782608696,117,136.456062221493,1,590,107,66.5,173.5
"671",2023,1,"NV",873.814814814815,699,800.290670128771,0,2756,1186,126,1312
"672",2023,1,"NY",340.057591623037,93,674.683350158826,0,4478,255,10,265
"673",2023,1,"OH",219.319672131148,104,268.441454176796,0,1527,349.25,16.5,365.75
"674",2023,1,"OK",160.75,147,138.5,29,320,200.25,53.75,254
"675",2023,1,"OR",202,117.5,247.855180450582,0,947,113.75,65.25,179
"676",2023,1,"PA",348.133333333333,82,485.898852888227,16,1554,439,45.5,484.5
"677",2023,1,"SC",140.707317073171,118,141.797609976762,3,580,208,27,235
"678",2023,1,"TN",244.589743589744,151,310.251402129977,0,1332,228.5,45,273.5
"679",2023,1,"TX",378.972602739726,220,444.790887895328,0,2400,410,88,498
"680",2023,1,"UT",496.714285714286,487,202.087204184822,276,907,133.5,385,518.5
"681",2023,1,"VA",143.375,125,141.038938392407,5,351,214.75,22,236.75
"682",2023,1,"VT",93.3333333333333,87.5,60.2483748051901,3,170,66.25,68.25,134.5
"683",2023,1,"WA",439,453.5,170.149346163892,199,675,190.5,338,528.5
"684",2023,1,"WI",174.294117647059,158,181.634855102855,3,701,213,18,231
"685",2023,1,"WY",72.75,44.5,89.2015508086416,4,198,94.25,11.5,105.75
"686",2023,2,"AL",128.086956521739,135,100.6907565693,6,295,179,26,205
"687",2023,2,"AR",67.9333333333333,36,77.2634331054354,3,227,103,8.5,111.5
"688",2023,2,"AZ",751.928571428571,544,746.18223017901,6,3341,757,219,976
"689",2023,2,"CA",465.208835341365,122,841.430203199948,0,6554,473,39,512
"690",2023,2,"CO",760.189189189189,575,824.718229250244,0,3213,1105,74,1179
"691",2023,2,"CT",269.846153846154,265,230.821664983253,5,815,261,63,324
"692",2023,2,"DC",492.333333333333,416,469.18049121136,66,995,464.5,241,705.5
"693",2023,2,"FL",566.713114754098,299,734.59629076459,0,3317,599,120.5,719.5
"694",2023,2,"GA",1194.28947368421,886.5,1155.87133175016,1,4537,1845.75,208,2053.75
"695",2023,2,"IA",100.1875,128,87.400395689417,7,309,113.25,20,133.25
"696",2023,2,"ID",209.571428571429,207.5,149.079077769389,17,532,185.25,81.25,266.5
"697",2023,2,"IL",642.197278911565,285,859.020281702421,2,5130,596,139.5,735.5
"698",2023,2,"IN",316.047619047619,276,259.477258385099,7,764,464,77,541
"699",2023,2,"KY",188,209.5,145.454772727095,7,404,246,58.5,304.5
"700",2023,2,"LA",432.214285714286,480,359.920114762969,0,1076,500.5,95.75,596.25
"701",2023,2,"MA",401.335078534031,76,715.803076988482,0,3679,436,24,460
"702",2023,2,"ME",185,214,73.8985791473693,101,240,69.5,157.5,227
"703",2023,2,"MI",410.25641025641,150,513.427477477472,2,1735,673.5,42.5,716
"704",2023,2,"MN",633.4,401,649.55070185915,3,2276,978.5,65.5,1044
"705",2023,2,"MO",333.52,204,300.025015623698,5,939,370,108,478
"706",2023,2,"MS",88.6666666666667,114,63.8853139096407,16,136,60,65,125
"707",2023,2,"MT",64,31,70.7636912547671,14,187,32,28,60
"708",2023,2,"NC",391.192307692308,226,438.425840016952,6,1970,596.5,62,658.5
"709",2023,2,"ND",124,124,91.9238815542512,59,189,65,91.5,156.5
"710",2023,2,"NE",176.9,101,178.147535611483,38,581,159.25,54.5,213.75
"711",2023,2,"NJ",258,258,7.07106781186548,253,263,5,255.5,260.5
"712",2023,2,"NM",191.260869565217,166,157.373677304371,1,618,138,98,236
"713",2023,2,"NV",939.428571428571,741,917.802747652176,0,3179,1373.75,83.75,1457.5
"714",2023,2,"NY",390.347150259067,125,748.571353691388,0,4850,315,17,332
"715",2023,2,"OH",252.56,172,280.837181620677,0,1505,401,21,422
"716",2023,2,"OK",201.25,213.5,155.212488758691,43,335,253.75,80.5,334.25
"717",2023,2,"OR",269.5,183,324.958861865255,0,1229,178.5,89.5,268
"718",2023,2,"PA",392.4,174,488.320415886361,14,1572,468.5,70,538.5
"719",2023,2,"SC",209.727272727273,175.5,203.189951641815,7,831,271.25,49,320.25
"720",2023,2,"TN",329.972222222222,204.5,411.893362490211,2,1853,359,44.25,403.25
"721",2023,2,"TX",452.914383561644,264.5,524.606050392629,0,2952,504,103.75,607.75
"722",2023,2,"UT",448.142857142857,480,160.310561693471,243,741,136.5,350,486.5
"723",2023,2,"VA",149.75,41,171.690591154289,8,472,302.25,9.75,312
"724",2023,2,"VT",112.166666666667,120,58.9183050220105,3,171,39.25,107.5,146.75
"725",2023,2,"WA",441.333333333333,316,381.225982850068,1,1236,332,214,546
"726",2023,2,"WI",221.571428571429,237.5,197.359770776314,4,645,348,18.5,366.5
"727",2023,3,"AL",147.944444444444,173,97.1248270327612,5,282,160.25,50,210.25
"728",2023,3,"AR",57.2307692307692,25,78.3402342841296,0,201,42,4,46
"729",2023,3,"AZ",644.925925925926,489,642.780553887437,5,2795,714,142,856
"730",2023,3,"CA",444.01581027668,110,822.298235823191,0,6218,402,38,440
"731",2023,3,"CO",808.8,574,823.180803526247,7,2790,1190,94,1284
"732",2023,3,"CT",202.533333333333,197,194.226990424925,12,694,239.5,36,275.5
"733",2023,3,"DC",333.333333333333,298,326.437334466101,26,676,325,162,487
"734",2023,3,"FL",513.089285714286,287,624.552070890442,2,3027,491.25,141.5,632.75
"735",2023,3,"GA",1091.89473684211,893.5,1055.87276028767,0,4317,1702.25,184.75,1887
"736",2023,3,"IA",95.2777777777778,105.5,71.4017676132787,5,240,114,25,139
"737",2023,3,"ID",208.642857142857,227.5,137.216621073765,27,442,231,64,295
"738",2023,3,"IL",607.033112582781,288,811.774627321471,0,4885,528,155,683
"739",2023,3,"IN",283.047619047619,264,221.625015779013,9,642,413,79,492
"740",2023,3,"KY",164.416666666667,183,126.455495824588,7,330,215.75,42.5,258.25
"741",2023,3,"LA",354.615384615385,391,270.837447700504,9,847,381,118,499
"742",2023,3,"MA",366.891625615764,82,656.018124960018,1,3546,345.5,25.5,371
"743",2023,3,"ME",143.428571428571,123,114.463760120627,0,303,165,62,227
"744",2023,3,"MI",379.051282051282,152,475.012739370327,1,1799,557.5,53.5,611
"745",2023,3,"MN",709.384615384615,829,587.295998405906,8,1738,841,171,1012
"746",2023,3,"MO",307.84,211,268.227310317201,9,911,296,108,404
"747",2023,3,"MS",79.3333333333333,98,58.2866479850517,14,126,56,56,112
"748",2023,3,"MT",90.75,62,85.9024978125478,1,263,77.75,30.25,108
"749",2023,3,"NC",356.207547169811,228,393.012788913589,8,1654,490,63,553
"750",2023,3,"ND",122.5,122.5,94.0452018978108,56,189,66.5,89.25,155.75
"751",2023,3,"NE",154.5,57.5,164.789909538522,35,478,204,42.25,246.25
"752",2023,3,"NJ",245,245,NA,245,245,0,245,245
"753",2023,3,"NM",178.576923076923,167.5,154.411961473695,2,616,137.75,85.25,223
"754",2023,3,"NV",906.5,724.5,876.689458934809,6,3243,1394,85,1479
"755",2023,3,"NY",364.964285714286,130,705.775713447486,0,4732,298.75,17,315.75
"756",2023,3,"OH",228.007874015748,148,241.826203369115,0,955,375,17,392
"757",2023,3,"OK",180.5,185.5,141.479091505895,39,312,228,69,297
"758",2023,3,"OR",248,166,302.250585883083,0,1158,219,51,270
"759",2023,3,"PA",366,171,451.084724382713,12,1404,426,65.5,491.5
"760",2023,3,"SC",188.31914893617,136,180.335931260544,4,713,293.5,28,321.5
"761",2023,3,"TN",300.914285714286,183,363.266096880589,2,1578,344,43,387
"762",2023,3,"TX",433.010489510489,260,491.534435867895,1,2586,460.75,105.25,566
"763",2023,3,"UT",440.857142857143,459,183.659493421412,242,796,140.5,327,467.5
"764",2023,3,"VA",133.928571428571,31.5,147.786990312052,8,378,252.25,10.25,262.5
"765",2023,3,"VT",103.111111111111,106,89.8588399163439,0,228,160,3,163
"766",2023,3,"WA",423.6,249,455.066344369453,5,1493,503.25,134.25,637.5
"767",2023,3,"WI",175.65,138.5,166.038129736262,9,543,258,32.25,290.25
"768",2023,3,"WY",62,47.5,63.545259461269,4,149,65.5,22,87.5
"769",2023,4,"AL",129.95652173913,126,104.547283022333,6,317,188.5,29,217.5
"770",2023,4,"AR",66.75,29,86.701289704154,4,214,79.75,8,87.75
"771",2023,4,"AZ",728.413793103448,511,710.888152607174,0,3124,905,151,1056
"772",2023,4,"CA",427.183908045977,102,765.324318313218,0,5964,446,38,484
"773",2023,4,"CO",811.411764705882,606.5,803.135526419291,5,3301,1096.25,133.25,1229.5
"774",2023,4,"CT",224,211.5,202.496090497241,12,710,322,28.75,350.75
"775",2023,4,"DC",411.666666666667,393,360.362780172056,61,781,360,227,587
"776",2023,4,"FL",529.8203125,275,692.114464539716,4,3340,569,102,671
"777",2023,4,"GA",1110.2972972973,857,1051.92241646914,8,4362,1792,215,2007
"778",2023,4,"IA",102.277777777778,98.5,90.1539895404821,5,344,139.5,25,164.5
"779",2023,4,"ID",207.642857142857,204.5,145.821074314674,18,552,197,86.75,283.75
"780",2023,4,"IL",622.985815602837,302,812.581758399166,0,4579,572,140,712
"781",2023,4,"IN",312.952380952381,301,253.299718947826,5,709,519,73,592
"782",2023,4,"KY",181.538461538462,226,127.109936265565,8,375,199,60,259
"783",2023,4,"LA",427.230769230769,492,310.227645943575,15,1034,353,164,517
"784",2023,4,"MA",375.20320855615,62,665.779905986548,0,3595,397,21.5,418.5
"785",2023,4,"ME",171.333333333333,185,49.9232744652565,116,213,48.5,150.5,199
"786",2023,4,"MI",380.317073170732,143,492.217301556152,1,1688,436,46,482
"787",2023,4,"MN",593.466666666667,498,616.302206327228,5,2271,837,94,931
"788",2023,4,"MO",320.083333333333,248.5,279.748942829982,7,926,340,98.75,438.75
"789",2023,4,"MS",89,106,71.0422409556455,11,150,69.5,58.5,128
"790",2023,4,"MT",64,53,63.2653143515465,14,171,42,20,62
"791",2023,4,"NC",419.446808510638,252,440.512241773865,8,1885,581,68.5,649.5
"792",2023,4,"ND",172.5,172.5,152.027957955108,65,280,107.5,118.75,226.25
"793",2023,4,"NE",159.8,69.5,200.565755357744,33,688,109,53.75,162.75
"794",2023,4,"NJ",266,266,NA,266,266,0,266,266
"795",2023,4,"NM",200.608695652174,194,157.617990185256,6,660,138,101.5,239.5
"796",2023,4,"NV",983.038461538462,871,869.028767338308,12,3068,1482.5,170.5,1653
"797",2023,4,"NY",359.73631840796,112,707.159023929115,0,4838,309,13,322
"798",2023,4,"OH",234.504,143,251.416876021454,0,1095,379,24,403
"799",2023,4,"OK",199.5,191,171.938942651163,34,382,264,63.25,327.25
"800",2023,4,"OR",254.136363636364,175,300.263106125999,0,1124,142,78,220
"801",2023,4,"PA",415.076923076923,84,500.082570105255,39,1410,588,77,665
"802",2023,4,"SC",173.177777777778,151,167.126148447661,6,645,265,26,291
"803",2023,4,"TN",304.432432432432,208,373.969067388418,0,1652,303,34,337
"804",2023,4,"TX",443.881355932203,259,507.255080968366,0,2847,490.5,104.5,595
"805",2023,4,"UT",405.857142857143,393,162.508900855131,199,723,81,341,422
"806",2023,4,"VA",124.133333333333,27,154.517621124891,0,450,236.5,7.5,244
"807",2023,4,"VT",102.166666666667,114,68.601506300275,2,171,102.5,56.75,159.25
"808",2023,4,"WA",390.625,383,290.766444074965,0,926,341.25,188.5,529.75
"809",2023,4,"WI",191,175,188.988425571515,6,668,260,15,275
