"","year","quarter","statecode1","mean.fare","median.fare","sd.fare","min.fare","max.fare","iqr.fare","q1.fare","q3.fare"
"155",2019,4,"TX",237.027457627119,231.64,47.9417391745333,140.43,411,69.75,200.515,270.265
"156",2019,4,"UT",257.361428571429,283.13,80.1112390010647,168.94,356.34,135.88,180.34,316.22
"157",2019,4,"VA",235.543529411765,237.47,79.446520057613,90.12,352.72,110.26,195.64,305.9
"158",2019,4,"VT",202.967777777778,218.05,44.0493441431816,143.15,284.5,55.5,169,224.5
"159",2019,4,"WA",210.095,179.67,65.0370450379837,138.06,335.89,111.7275,161.6525,273.38
"160",2019,4,"WI",267.351153846154,264.935,50.2885294536973,185.08,359.51,71.985,230.535,302.52
"161",2020,1,"AL",260.585384615385,250.97,46.0708405159506,190.08,362.4,54.51,234.71,289.22
"162",2020,1,"AR",312.64,282.505,64.3783182223865,252.48,436.33,86.415,268.835,355.25
"163",2020,1,"AZ",209.561379310345,196.34,74.8353396141984,78.96,330.14,113.14,155.36,268.5
"164",2020,1,"CA",249.14833976834,258.26,77.215916406255,98.96,685,107.825,191.235,299.06
"165",2020,1,"CO",262.787857142857,213.12,111.90131849385,106.97,542.11,141.8425,185.8925,327.735
"166",2020,1,"CT",258.660588235294,264,60.6782175156979,152,345.5,93.45,212.58,306.03
"167",2020,1,"DC",205.913333333333,201.21,8.41630758309921,200.9,215.63,7.36500000000001,201.055,208.42
"168",2020,1,"FL",232.049347826087,227.42,56.6850640249543,116.17,364.49,95.9025,184.975,280.8775
"169",2020,1,"GA",213.433947368421,201.01,62.1242044286206,111.61,367.37,75.5375,167.97,243.5075
"170",2020,1,"IA",231.924583333333,255.14,62.4786839461662,104.88,309,49.1425,217.9775,267.12
"171",2020,1,"ID",187.690833333333,188.32,57.1987754888533,73.4,311.66,41.4075,159.925,201.3325
"172",2020,1,"IL",208.921167883212,202.31,47.1421049635114,117.39,391.56,61.46,173.83,235.29
"173",2020,1,"IN",232.672727272727,246.39,55.7153804687648,83.34,318.13,61.7375,199.37,261.1075
"174",2020,1,"KY",201.187692307692,203.85,48.073881708929,80.99,259.95,44.69,181.94,226.63
"175",2020,1,"LA",211.561428571429,215.1,33.6484842171217,155.23,266.55,48.005,187.5725,235.5775
"176",2020,1,"MA",226.21406779661,222.75,54.0954514172942,120.26,565.5,65.89,192.58,258.47
"177",2020,1,"ME",184.875,182.71,38.4139770135819,140.68,242.62,50.4425,155.655,206.0975
"178",2020,1,"MI",220.574444444444,212.64,61.8462684461,94.01,364.12,92.88,178.64,271.52
"179",2020,1,"MN",225.184285714286,230.435,37.9805447593867,171.93,288.75,51.9525,192.675,244.6275
"180",2020,1,"MO",236.28,237.98,42.9381387579853,96.28,312.44,44.7275,213.5575,258.285
"181",2020,1,"MT",275.905,282.4,88.3827095647107,92.24,441.47,68.595,239.2875,307.8825
"182",2020,1,"NC",226.298913043478,210.48,64.3740888601155,68.74,364.58,96.455,174.4925,270.9475
"183",2020,1,"ND",186.71,137.43,109.932316813574,99.71,353.7,157.8725,102.4175,260.29
"184",2020,1,"NE",216.245,239.265,64.4047722955717,98.33,277.54,58.6,202.925,261.525
"185",2020,1,"NJ",88.65,88.65,NA,88.65,88.65,0,88.65,88.65
"186",2020,1,"NM",227.048333333333,217.645,46.4799278479821,151.88,339.73,59.175,195.74,254.915
"187",2020,1,"NV",198.655925925926,199.91,76.0701407234574,69.34,320.16,127.27,133.445,260.715
"188",2020,1,"NY",230.343378995434,214.63,68.2256336078351,87,624.5,75.57,185.18,260.75
"189",2020,1,"OH",223.51700729927,209.34,66.236130672157,75.66,408,81.77,183.91,265.68
"190",2020,1,"OK",222.65,225.61,22.5587292786333,192.55,246.83,18.13,215.065,233.195
"191",2020,1,"OR",211.926315789474,210.17,60.7497563973649,86.82,319.88,70.475,169.965,240.44
"192",2020,1,"PA",235.924666666667,240.24,82.5831617969484,85.6,343.85,121.395,183.505,304.9
"193",2020,1,"SC",199.535869565217,193.34,51.0705420451223,101.78,340.57,55.415,167.41,222.825
"194",2020,1,"TN",208.0655,205.25,47.5668678566532,72.95,298.12,61.2325,183.6475,244.88
"195",2020,1,"TX",231.426942446043,224.55,49.2798095276322,136.47,470.5,64.79,193.4325,258.2225
"196",2020,1,"UT",258.982857142857,270.74,80.703948212853,163.32,360.21,130.315,189.495,319.81
"197",2020,1,"VA",198.876666666667,208.72,86.144993905624,74.42,319.88,55.52,160.16,215.68
"198",2020,1,"VT",200.168571428571,202.93,31.3011519641964,150.12,232.5,40.545,183.635,224.18
"199",2020,1,"WA",198.08,171.045,58.1870836963918,136.74,310.75,92.2375,161.5825,253.82
"200",2020,1,"WI",229.45380952381,223.3,34.2780237872883,160.7,287.18,51.41,201.45,252.86
"201",2020,1,"WY",366.379,331.665,88.4712020251662,268.4,505.37,143.465,297.55,441.015
"202",2020,2,"AL",180.304444444444,193.195,42.6409430728706,84.5,249.36,54.0125,154.0625,208.075
"203",2020,2,"AR",213.39125,205.03,22.7437642552854,189.67,252,27.085,199.1475,226.2325
"204",2020,2,"AZ",164.247941176471,168.33,58.091565119706,73.65,292.5,79.2075,128.6775,207.885
"205",2020,2,"CA",202.691511627907,199.895,70.2818617087989,90,621,91.3,150.45,241.75
"206",2020,2,"CO",177.124,171.28,42.2086732793155,79.87,275.01,57.28,149.76,207.04
"207",2020,2,"CT",184.693529411765,166.17,63.4234173966107,71,307.82,103.78,138.16,241.94
"208",2020,2,"DC",157.526666666667,154.48,6.46309781245288,153.15,164.95,5.89999999999998,153.815,159.715
"209",2020,2,"FL",197.989243697479,190.8,57.9516446171283,80.37,480,70.805,158.36,229.165
"210",2020,2,"GA",192.362631578947,177.73,54.2634803121798,128.57,326.52,73.33,151.5275,224.8575
"211",2020,2,"IA",173.920909090909,199.99,64.4417348392399,78.8,238.1,108.005,115.34,223.345
"212",2020,2,"ID",185.5575,158.47,72.0428964344623,74.11,336.36,96.4025,144.565,240.9675
"213",2020,2,"IL",166.518548387097,161.095,43.5698721277132,69.13,308.47,52.9325,140.8375,193.77
"214",2020,2,"IN",167.24037037037,181.19,54.8406461052581,80.48,254.77,80.36,131.04,211.4
"215",2020,2,"KY",173.25,173.21,60.0904697422657,76.23,271.52,76.4175,136.5875,213.005
"216",2020,2,"LA",186.330769230769,196.62,33.1507100128938,127.4,231.69,40.19,160.77,200.96
"217",2020,2,"MA",179.515398773006,176.46,44.8848655271393,89.94,332.45,62.985,148.38,211.365
"218",2020,2,"ME",151.39,138.145,53.3785226472221,83.42,223.07,68.9175,122.1625,191.08
"219",2020,2,"MI",192.987058823529,187.78,58.1405586555918,82.03,314.98,71.765,160.6425,232.4075
"220",2020,2,"MN",194.334166666667,196.56,38.300462246993,111.86,266.22,33.4275,182.8725,216.3
"221",2020,2,"MO",195.618518518519,192.2,68.8951945239291,73.3,423,40.43,165.1,205.53
"222",2020,2,"MT",171.595,171.595,118.645446815291,87.7,255.49,83.895,129.6475,213.5425
"223",2020,2,"NC",203.450857142857,192.18,71.0929300849756,116.84,465,78.495,151.4,229.895
"224",2020,2,"ND",177.971666666667,157.52,103.641604081887,84.81,324.67,160.7675,87.7375,248.505
"225",2020,2,"NE",154.445714285714,163.94,55.3923739808838,77.19,235.71,52.84,124.65,177.49
"226",2020,2,"NM",173.241363636364,167.695,34.9461058932117,117.88,236.76,59.2975,145.175,204.4725
"227",2020,2,"NV",172.909583333333,167.56,64.9694440205592,79.25,301.04,108.575,120.665,229.24
"228",2020,2,"NY",207.017007874016,211.58,70.2075112916686,78.1,540,92.225,157.835,250.06
"229",2020,2,"OH",188.556916666667,185.495,74.4660188905299,78.61,750,85.685,138.195,223.88
"230",2020,2,"OK",197.832727272727,200.14,20.9356089430946,162.76,230.42,30.17,182.45,212.62
"231",2020,2,"OR",182.7505,187.125,59.8204573769666,79.85,297.93,60.41,147.24,207.65
"232",2020,2,"PA",196.209285714286,211.385,76.4785311719556,76.36,295.63,88.355,149.2075,237.5625
"233",2020,2,"SC",192.260217391304,178.005,63.2389159190633,73.53,326.49,90.6775,144.78,235.4575
"234",2020,2,"TN",191.352926829268,196.2,61.6638510492129,74.11,315.1,79.98,154.36,234.34
"235",2020,2,"TX",187.12559602649,179.775,48.1548116584023,88,410.83,60.255,153.2225,213.4775
"236",2020,2,"UT",199.78,195.45,56.2824940219722,119.84,279.37,70,165.95,235.95
"237",2020,2,"VA",199.464761904762,196.69,70.5055987577616,70.54,326.79,82.31,173.58,255.89
"238",2020,2,"WA",217.827142857143,249.58,70.2405651349431,86.93,276.69,82.165,186.815,268.98
"239",2020,2,"WI",166.46625,163.935,47.6328511113916,79.92,251.28,65.08,133.44,198.52
"240",2020,3,"AL",173.896842105263,174.21,29.5439332092679,128.6,220.32,46.295,152.615,198.91
"241",2020,3,"AR",199.606666666667,198.6,16.0088397455906,177.81,226.11,15.56,193.44,209
"242",2020,3,"AZ",160.541785714286,167.79,48.0551509593941,75.86,236.77,72.4625,129.3375,201.8
"243",2020,3,"CA",188.937358490566,183.65,72.2542983871565,90,1037.2,62.89,150.84,213.73
"244",2020,3,"CO",153.055769230769,148.785,24.9278284931643,117.53,237.06,26.31,138.885,165.195
"245",2020,3,"CT",166.463076923077,162.55,49.4913016573982,99.62,257.76,82.12,118.37,200.49
"246",2020,3,"DC",162.656666666667,167.62,13.8109244199414,147.05,173.3,13.125,157.335,170.46
"247",2020,3,"FL",167.362,165.34,39.4695011769581,97,273.5,63.2,132.37,195.57
"248",2020,3,"GA",164.737631578947,144.32,46.5413420075163,120.51,278.39,54.7525,129.58,184.3325
"249",2020,3,"IA",168.745,181.025,47.7508972785757,81,248.95,38.5175,148.9025,187.42
"250",2020,3,"ID",161.641764705882,151.11,42.760855088985,81.55,223.3,77.78,127.35,205.13
"251",2020,3,"IL",147.569618320611,137.84,34.4152607787386,80.03,249.08,49.64,122.785,172.425
"252",2020,3,"IN",171.023636363636,175.33,38.0160674734669,79.81,233.35,48.3475,142.7075,191.055
"253",2020,3,"KY",149.635454545455,148.3,33.7643268446555,81.64,203.51,40.495,135.195,175.69
"254",2020,3,"LA",170.867857142857,177.005,27.281528881862,112.94,216.26,32.1825,152.485,184.6675
"255",2020,3,"MA",169.250517241379,161.735,36.7689206575405,89.4,283.5,41.3875,145.275,186.6625
"256",2020,3,"ME",135.05,138.89,18.2357917294534,115.2,151.06,17.93,127.045,144.975
"257",2020,3,"MI",169.727045454545,163.16,43.9975790337957,84.51,280.78,54.93,141.4975,196.4275
"258",2020,3,"MN",184.312857142857,170.995,44.2246846192297,132.15,267.83,39.6525,154.545,194.1975
"259",2020,3,"MO",162.826071428571,168.33,33.1943660256761,65.41,208.43,26.685,152.47,179.155
"260",2020,3,"MT",227.744782608696,237.47,31.9160260213587,153.43,272.3,35.61,212.9,248.51
"261",2020,3,"NC",171.991777777778,165.79,42.048970492688,86.79,291.4,49.22,143.78,193
"262",2020,3,"ND",165.645,165.645,100.529371081291,94.56,236.73,71.085,130.1025,201.1875
"263",2020,3,"NE",154.832,161.28,45.1326572573687,77.12,227.55,8.79750000000001,158.78,167.5775
"264",2020,3,"NM",165.389166666667,155.115,30.6020846003023,124.63,246.29,33.725,146.1675,179.8925
"265",2020,3,"NV",159.208888888889,155.4,51.0807224915272,80.22,279.46,73.7,120.735,194.435
"266",2020,3,"NY",184.861756756757,175.79,57.6579481598891,74.52,371,75.0325,141.24,216.2725
"267",2020,3,"OH",171.125390625,162.335,71.9320679300728,73.89,667.5,67.915,131.165,199.08
"268",2020,3,"OK",181.438571428571,189.33,19.5630863520828,152.66,204.14,27.75,167.11,194.86
"269",2020,3,"OR",173.876315789474,182.54,41.4617853786306,73.98,241.26,62.365,139.18,201.545
"270",2020,3,"PA",185.112,192.835,56.086039023391,79.79,252.15,70.7825,152.8325,223.615
"271",2020,3,"SC",157.631363636364,152.525,43.870103746725,69.71,250.98,34.4125,136.13,170.5425
